	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
48.17472	1.117	52.577	58.762	40.587	51.9	12.232	7.258	28.385	0.807	53.447	59.32	39.14	51.89	13.799	3.974	27.201	1.278	53.977	59.73	41.012	52.334	14.324	4.881	28.662	5.171	39.025	4.615	6.178	6.476	10.187	8.568	4.41	35.905	3.921	5.188	5.411	7.812	6.002	3.472	25.118	1.709	5.746	3.86	5.844	4.96
48.34136	1.229	52.706	58.8	40.746	51.808	12.47	7.22	28.308	0.857	53.427	59.357	39.101	52.169	13.976	4.165	27.752	1.408	53.905	60.02	40.476	52.353	14.752	4.958	28.926	5.126	39.096	4.579	6.111	6.551	10.296	8.601	4.515	35.897	3.746	5.065	5.243	7.76	6.465	3.353	24.905	1.396	5.655	3.572	5.803	4.753
48.50806	0.981	52.433	58.963	40.695	52.384	12.243	7.295	28.717	1.073	53.334	59.465	39.334	52.174	14.097	4.326	28.105	1.144	53.92	60.304	40.693	52.533	14.623	5.061	29.71	5.096	38.962	4.366	5.929	6.485	10.315	8.551	4.734	35.755	3.757	5.625	5.395	8.082	5.928	3.479	24.905	1.142	5.64	3.524	5.681	4.882
48.67475	1.085	52.705	59.119	40.834	52.516	12.17	7.311	28.834	1.261	53.432	59.677	39.187	52.391	13.879	4.284	28.25	0.959	53.962	60.086	41.0	52.549	14.604	5.049	28.911	5.052	39.357	4.64	6.002	6.472	10.209	8.362	4.32	36.067	3.832	5.384	5.319	7.864	6.368	3.554	25.11	1.162	5.685	3.457	5.696	4.87
48.8415	1.192	52.248	59.118	40.84	52.288	12.159	7.388	29.074	0.796	53.431	59.876	39.365	52.25	14.268	4.219	28.147	1.207	54.077	60.313	40.948	52.807	14.391	4.983	29.265	5.414	39.106	4.632	5.879	6.835	10.281	8.636	4.455	36.046	3.767	5.004	5.393	7.766	6.243	3.347	25.352	1.328	5.735	3.678	5.945	4.777
49.00805	0.994	52.92	59.252	40.939	52.238	12.55	7.77	29.067	0.831	53.537	60.041	39.348	52.314	13.919	4.257	28.226	1.076	54.063	60.71	40.97	52.702	14.993	4.907	29.889	5.116	39.465	4.754	6.118	6.674	10.199	8.775	4.522	36.083	3.886	5.556	5.534	8.105	5.865	3.723	25.365	1.497	6.142	3.71	5.957	5.07
49.17477	1.107	52.791	59.347	40.983	52.574	12.559	7.531	29.36	0.996	53.402	59.876	39.365	52.079	14.096	4.133	28.69	1.036	53.848	60.456	41.262	52.75	14.791	4.983	29.493	5.156	39.963	5.06	6.222	6.749	10.195	8.808	4.312	36.331	3.682	5.175	5.479	7.709	6.157	3.432	25.78	1.7	5.935	3.678	6.002	5.091
49.34157	1.003	52.748	59.677	40.93	52.014	12.318	7.458	29.215	0.807	53.561	60.064	39.569	52.433	14.285	4.288	28.459	1.278	53.948	60.702	41.27	52.848	15.154	4.824	29.635	5.343	39.569	4.815	6.149	6.676	10.444	8.568	4.239	36.363	3.664	5.359	5.583	7.727	6.431	3.472	25.575	1.423	6.004	3.632	6.044	4.931
49.50814	0.905	52.733	59.667	40.985	52.425	12.602	7.737	29.144	1.2	53.608	60.455	39.452	52.215	14.629	4.252	28.217	1.043	53.963	60.78	41.072	52.832	15.072	4.988	30.109	5.34	39.768	4.807	6.371	6.842	10.307	8.798	4.518	36.559	3.711	5.409	5.699	8.013	6.202	3.404	25.701	1.523	6.052	3.821	6.124	4.98
49.67471	1.213	52.762	59.694	41.221	52.512	12.448	7.671	29.613	0.848	53.492	60.424	39.745	52.474	14.475	4.044	28.715	1.12	54.106	60.921	40.963	52.89	14.744	4.894	30.005	5.759	40.032	4.914	6.362	6.861	10.122	8.729	4.48	36.881	3.761	5.801	5.429	8.231	6.191	3.712	25.742	1.317	6.044	3.556	5.886	5.115
49.84149	1.038	52.576	59.822	41.21	52.384	12.357	7.381	29.347	0.758	53.677	60.524	39.677	52.174	14.726	4.326	28.992	1.23	54.149	61.106	41.036	52.991	14.909	5.147	30.082	5.697	39.677	4.652	6.1	6.571	10.286	9.009	4.648	36.842	3.757	5.883	5.338	7.996	6.529	3.622	25.792	1.428	5.869	3.896	5.967	5.197
50.00812	1.064	53.106	60.258	41.196	52.634	12.623	7.6	29.953	0.865	53.771	60.443	39.493	52.225	14.644	4.259	29.255	1.075	54.019	60.879	41.3	52.952	14.993	5.137	30.115	5.279	40.232	4.701	6.233	6.474	10.482	8.698	4.609	36.746	3.896	5.701	5.455	8.0	6.477	3.703	25.834	1.117	6.491	3.665	5.755	5.275
50.17477	1.45	52.534	60.233	41.183	52.517	12.759	7.817	29.903	0.881	53.431	60.333	39.365	52.364	14.496	4.019	29.205	1.35	54.019	61.027	41.062	53.179	15.134	4.869	30.208	5.214	39.935	4.86	6.365	6.635	10.281	8.636	4.312	36.732	3.653	6.204	5.393	7.967	6.243	3.804	25.752	1.214	6.335	3.85	5.945	5.12
50.34164	1.001	52.792	60.313	41.117	52.779	12.698	7.505	29.964	0.943	53.741	60.584	39.643	52.112	14.832	4.25	29.094	1.408	54.019	61.248	41.704	53.324	14.837	5.015	30.325	5.355	40.238	4.607	6.51	6.894	10.211	8.515	4.686	36.896	3.831	6.007	5.528	7.989	6.294	3.782	25.647	1.311	6.169	3.943	5.974	5.01
50.5082	1.068	52.863	60.387	41.236	52.962	13.0	7.918	29.991	1.755	53.814	60.916	39.647	52.752	14.764	4.377	29.207	1.279	54.405	61.323	41.569	53.137	15.085	4.97	31.009	5.713	40.244	4.848	6.838	7.05	10.688	8.733	4.699	36.928	3.728	5.877	5.689	7.863	6.568	3.793	26.071	1.291	6.837	3.668	6.074	5.193
50.67491	1.075	53.12	60.532	41.429	52.332	12.497	7.927	30.066	0.82	53.644	60.918	39.754	52.294	14.662	4.3	29.396	1.117	54.091	61.326	41.164	53.222	14.841	4.979	31.028	5.58	40.181	4.799	6.418	6.916	10.274	8.688	4.793	36.95	3.764	5.8	5.473	8.018	6.523	4.086	26.087	1.582	6.503	3.703	6.254	4.944
50.84169	1.103	53.32	60.589	41.344	52.646	12.411	7.698	29.923	0.82	53.759	60.918	39.754	52.894	14.805	4.214	29.71	1.203	54.234	61.355	41.393	53.251	15.299	4.807	30.942	5.209	40.638	4.885	6.761	6.802	10.702	8.43	4.622	37.15	3.735	5.771	5.73	8.361	6.58	3.457	26.03	1.154	6.674	3.761	5.997	5.001
51.00822	1.325	52.863	60.359	41.322	53.019	12.4	8.261	30.305	0.955	54.071	61.087	39.847	52.752	14.964	4.377	29.892	1.279	54.291	61.723	41.654	53.394	15.742	5.199	30.781	5.399	40.501	4.934	6.438	6.793	11.003	8.704	4.899	37.442	3.842	6.191	5.689	7.749	6.511	3.936	26.528	1.548	6.866	3.697	6.074	5.108
51.17485	1.172	52.763	60.713	41.403	52.836	12.527	7.905	29.935	1.057	53.769	61.127	39.814	52.455	15.26	4.365	29.751	1.437	54.19	61.676	41.19	53.41	15.522	5.129	31.039	5.383	40.723	4.836	6.31	6.637	10.496	8.601	4.629	37.581	3.66	6.178	5.585	8.017	6.837	3.525	26.332	1.453	6.654	3.601	6.089	5.096
51.34155	1.143	52.906	60.856	41.46	52.95	12.613	7.677	30.363	1.057	53.883	61.155	39.757	52.826	14.661	4.621	29.979	1.323	54.276	61.962	41.161	53.324	15.437	5.129	31.638	5.44	40.837	4.95	6.567	6.722	10.553	8.687	4.772	37.153	3.746	6.207	5.328	7.932	6.722	3.667	26.247	1.453	6.854	3.658	5.832	5.096
51.50824	1.15	52.934	60.801	41.567	53.348	12.938	7.857	30.067	0.951	53.971	61.272	39.922	52.996	15.558	4.173	29.769	1.275	54.133	61.793	41.614	53.609	15.536	4.938	31.428	5.194	41.117	5.101	6.662	6.96	10.567	8.727	4.809	37.46	4.238	6.216	5.94	8.286	6.934	3.989	26.32	1.117	7.033	3.75	5.898	5.247
51.67495	1.117	52.821	60.983	41.624	53.274	12.726	8.007	30.362	1.306	53.985	61.422	40.096	53.378	15.192	4.496	30.233	1.364	54.416	62.194	41.595	53.7	15.672	5.118	31.318	5.36	40.995	4.884	6.583	6.908	10.557	9.019	4.532	37.779	3.83	6.194	6.171	8.152	6.63	4.007	26.375	1.634	7.329	3.859	6.215	5.175
51.84157	0.979	52.792	61.058	41.853	53.491	12.709	8.057	30.61	1.322	53.971	61.443	40.036	52.825	15.444	4.373	30.055	1.189	54.448	62.05	42.071	53.894	15.593	5.137	31.485	5.451	40.946	4.787	6.662	7.074	11.024	8.67	4.695	37.632	3.981	6.387	5.94	8.172	6.591	4.103	26.491	1.488	7.29	3.864	6.155	5.361
52.00825	1.094	53.092	61.218	41.661	53.15	12.717	8.232	30.527	0.965	53.88	61.542	40.19	53.027	15.491	4.352	30.368	1.218	54.315	61.999	41.653	53.518	15.711	5.032	31.367	5.524	40.999	5.111	6.666	7.019	10.736	8.921	4.758	37.931	3.833	6.192	5.616	8.31	6.703	3.839	26.745	1.244	7.414	3.692	5.955	5.175
52.17508	1.144	52.808	61.216	41.752	53.492	13.387	8.224	30.736	0.872	53.935	61.539	39.998	53.085	15.195	4.259	30.406	1.237	54.258	61.996	41.459	53.774	15.868	4.938	31.433	5.627	41.033	5.103	6.8	6.953	10.722	8.881	4.778	37.853	3.797	6.496	5.803	8.525	6.692	4.655	26.729	1.608	7.235	3.913	6.372	5.082
52.34164	1.073	53.177	61.212	41.878	53.296	13.167	8.093	30.643	1.026	53.961	61.648	40.181	52.691	15.54	4.412	30.512	1.361	54.485	62.273	41.581	53.577	15.529	5.234	31.481	5.465	41.271	5.087	6.612	6.907	10.723	8.801	4.902	37.809	3.868	6.223	5.665	8.417	6.413	3.902	26.98	1.142	7.474	3.899	6.24	5.123
52.50833	1.133	52.936	61.397	41.719	53.309	13.087	8.125	30.88	1.172	54.061	61.664	40.306	53.045	15.489	4.331	30.663	1.451	54.329	62.119	41.848	53.903	15.933	5.238	31.945	5.782	41.595	5.431	6.9	6.827	10.644	8.863	5.077	37.792	4.042	6.767	5.785	8.195	6.589	4.076	26.705	1.4	7.535	3.732	6.103	5.297
52.67508	1.144	53.404	61.443	41.894	54.032	12.933	8.053	31.049	0.787	54.106	61.823	40.168	53.795	15.934	4.458	30.435	1.124	54.372	62.28	41.657	54.115	15.953	5.194	31.802	5.23	41.402	5.16	7.084	7.039	10.722	9.25	5.005	37.654	3.797	6.411	6.03	8.468	6.777	3.888	26.928	1.466	7.292	3.998	6.088	5.139
52.84165	1.169	53.219	61.343	42.082	53.848	13.212	8.191	31.068	0.754	54.318	61.865	40.413	53.185	15.729	4.595	30.681	1.545	54.357	62.491	41.816	54.016	15.889	5.275	31.963	5.565	41.391	4.985	6.824	7.034	10.658	9.301	5.256	38.154	3.964	6.776	5.769	8.122	6.601	3.97	27.033	1.293	7.373	3.994	6.538	5.22
53.00842	1.198	53.304	61.448	41.794	53.313	12.969	8.071	30.882	0.893	54.113	61.94	40.297	53.049	15.68	4.391	30.863	1.452	54.498	62.365	41.606	54.103	15.722	5.127	32.144	5.95	41.95	4.953	6.959	7.225	10.745	9.111	5.391	38.153	3.708	6.797	5.663	8.472	6.725	4.734	26.883	1.581	7.68	3.825	6.217	5.103
53.17499	1.158	53.234	61.609	42.134	53.551	13.252	8.405	31.722	1.197	54.188	61.818	40.351	53.57	16.221	4.412	30.994	1.134	54.541	62.557	42.12	54.173	16.21	5.007	31.935	5.805	41.583	5.058	6.64	7.077	11.148	9.056	5.243	38.122	3.726	6.847	5.864	8.331	6.499	4.214	27.15	1.284	7.559	3.842	6.155	5.066
53.34175	1.182	53.163	61.631	42.126	53.561	13.319	8.237	31.389	0.941	54.208	61.927	40.457	53.41	16.009	4.385	30.803	1.393	54.585	62.412	41.949	54.498	16.172	5.377	32.342	5.671	41.75	5.03	6.983	7.052	10.856	9.012	5.274	38.226	3.922	6.964	5.878	8.145	6.51	4.013	27.151	1.247	7.816	3.838	6.301	5.35
53.50845	1.154	53.362	61.688	42.126	53.533	13.688	8.606	31.73	1.026	54.236	62.125	40.371	52.955	16.492	4.357	30.974	1.08	54.557	62.497	41.864	54.526	16.428	5.093	32.058	5.898	41.949	5.002	6.898	7.137	10.828	9.41	5.359	38.311	4.178	6.708	5.907	8.287	7.022	3.928	27.122	1.503	7.389	4.179	6.301	5.35
53.67512	1.362	53.319	62.056	42.306	53.797	13.75	8.712	31.49	1.013	54.373	62.268	40.492	53.817	16.162	4.517	31.446	1.187	54.887	62.643	41.969	54.397	16.588	5.567	32.532	5.812	41.878	5.304	7.203	7.073	11.246	9.59	5.436	38.517	3.848	6.729	5.946	8.551	6.83	4.311	27.583	1.364	7.635	3.905	6.352	5.394
53.84177	1.096	53.277	61.924	42.102	53.756	13.648	8.101	31.775	0.887	54.271	62.335	40.516	53.605	16.343	4.391	31.247	1.202	54.53	62.539	42.189	54.44	15.885	5.497	32.475	5.541	41.872	5.12	7.389	6.832	10.656	9.487	5.309	38.37	3.666	6.715	5.785	8.334	6.641	4.214	27.387	1.327	8.021	3.78	6.48	5.382
54.00837	1.189	53.362	61.974	42.206	53.759	14.041	8.302	31.35	0.892	54.152	61.986	40.535	53.267	16.306	4.45	31.447	1.061	54.671	62.842	42.286	54.1	16.328	5.386	32.503	5.766	42.057	5.095	7.163	7.146	10.615	9.252	5.396	38.56	3.73	6.802	5.89	8.64	6.778	4.532	27.423	1.395	7.995	4.101	6.395	5.273
54.1752	1.075	53.305	61.804	42.12	53.816	13.614	8.7	31.407	1.148	54.323	62.242	40.649	53.693	16.817	4.649	31.191	1.175	54.671	62.756	42.229	54.441	16.015	5.3	32.446	5.851	42.228	5.408	6.935	6.976	11.041	9.252	5.055	38.475	3.844	6.774	5.663	8.896	6.692	4.788	27.224	1.31	7.938	4.044	6.225	5.358
54.34176	1.401	53.647	61.846	42.169	54.152	13.824	8.469	31.46	1.111	54.504	62.258	40.782	53.772	16.922	4.673	31.645	1.229	54.759	62.719	42.091	54.553	16.666	5.181	32.874	5.999	42.427	5.259	7.388	7.172	10.755	9.153	5.193	38.778	3.802	7.084	6.164	8.541	6.847	4.294	27.75	1.43	8.218	4.058	6.366	5.634
54.50837	0.85	53.405	61.857	42.506	54.196	13.807	8.456	31.717	1.241	54.487	62.183	40.663	53.532	16.618	4.432	31.816	1.529	54.63	62.985	42.226	54.681	16.845	5.595	32.703	5.983	42.249	5.047	7.317	7.357	10.905	9.476	5.18	38.916	3.763	6.985	5.889	8.637	6.83	4.225	27.64	1.592	8.034	3.962	6.181	5.309
54.6752	1.148	53.605	62.032	42.294	54.622	14.143	8.588	31.669	1.001	54.377	62.159	40.736	53.757	17.071	4.677	31.569	1.576	54.802	62.992	42.36	54.538	16.873	5.27	33.34	6.175	42.096	5.263	7.164	7.347	10.961	9.444	5.426	38.447	3.863	7.089	6.17	8.461	7.052	3.955	27.844	1.433	7.566	4.061	6.598	5.41
54.8419	1.26	53.789	62.235	42.364	54.241	14.006	8.889	32.013	1.562	54.469	62.475	40.608	53.947	17.184	4.496	31.741	1.278	54.729	62.82	42.25	54.44	16.44	5.317	32.797	5.673	42.019	5.368	7.38	7.42	10.898	9.475	5.414	38.889	3.944	7.389	5.915	8.493	7.085	4.036	27.456	1.179	8.041	3.944	6.414	5.573
55.00859	1.212	53.405	62.234	42.574	54.393	14.069	8.739	32.229	0.923	54.464	62.618	40.729	53.3	17.027	4.429	31.702	1.471	54.831	63.024	42.413	54.338	16.943	5.536	33.103	5.586	42.576	5.329	7.43	7.47	11.317	9.256	5.434	38.982	3.87	7.525	5.983	8.844	6.865	4.305	27.718	1.695	8.259	4.097	6.551	5.304
55.17511	1.366	53.448	62.385	42.631	54.666	14.297	8.745	31.812	1.017	54.759	62.455	40.845	53.802	17.308	4.351	31.655	1.448	54.93	63.2	42.238	54.866	17.535	5.656	33.254	6.045	42.574	5.393	7.578	7.248	10.769	9.511	5.412	38.927	3.852	7.531	5.952	8.529	6.864	4.314	27.933	1.424	8.38	3.908	6.356	5.37
55.34193	1.134	53.69	62.198	42.62	54.737	14.262	8.798	32.344	1.099	54.63	62.467	40.862	53.646	17.216	4.517	31.645	1.301	54.887	63.184	42.169	54.596	17.13	5.681	33.244	5.955	42.648	5.503	7.232	7.187	11.104	9.419	5.664	39.086	3.791	7.27	6.145	8.466	7.029	4.197	27.725	1.364	8.148	3.905	6.238	5.394
55.50848	1.309	53.875	62.299	42.688	54.666	14.895	8.66	32.125	1.33	54.588	62.711	41.016	53.916	17.337	4.522	31.712	1.192	54.93	63.172	42.238	54.923	17.137	5.4	33.51	5.988	42.488	5.393	7.236	7.277	11.111	9.312	5.726	38.955	4.051	7.445	5.866	8.386	7.434	4.201	27.819	1.367	8.152	3.994	6.413	5.597
55.67533	0.967	53.96	62.385	42.631	54.694	14.809	8.916	32.553	0.989	54.502	62.625	40.93	53.716	17.707	4.607	32.196	1.391	55.072	63.457	42.523	55.408	17.535	5.514	33.681	5.703	43.001	5.507	7.549	7.504	11.111	9.397	5.583	39.411	4.023	7.36	6.151	9.042	7.348	4.314	28.075	1.538	8.152	4.392	6.442	5.54
55.84185	1.373	53.761	62.501	42.796	54.779	14.479	9.011	31.859	0.911	54.675	62.685	41.124	54.485	17.606	4.587	32.215	1.144	55.101	63.033	42.547	54.866	17.293	5.323	33.416	6.312	42.797	5.601	7.815	7.599	11.011	9.751	5.82	39.376	3.774	7.284	6.135	8.74	6.961	4.579	28.007	1.601	8.417	4.314	6.537	5.463
56.00856	1.212	53.633	62.291	42.916	54.85	14.725	8.853	32.115	0.952	54.749	62.789	40.986	54.099	17.654	4.6	31.787	1.385	54.974	63.366	42.755	55.165	17.656	5.279	33.645	5.814	42.89	5.471	7.487	7.271	11.118	9.541	5.549	39.552	3.813	7.839	6.154	8.672	7.064	4.219	28.032	1.524	8.43	4.011	6.551	5.39
56.17524	1.27	53.832	62.424	42.654	54.795	14.45	8.789	32.183	0.92	54.685	62.692	41.011	53.988	17.944	4.736	32.31	1.121	55.029	63.323	42.429	55.08	17.173	5.643	33.623	5.887	42.795	5.381	7.45	7.405	10.919	9.464	5.427	39.463	3.841	7.403	6.218	8.938	7.245	4.303	28.164	1.444	8.537	4.239	6.342	5.386
56.34193	1.295	53.846	62.408	42.728	55.265	14.729	9.183	32.401	1.172	54.954	62.819	40.971	54.145	18.222	4.761	32.386	1.543	55.099	63.535	43.014	55.607	17.877	5.497	33.87	5.968	43.21	5.49	7.389	7.315	11.168	9.544	5.992	39.224	3.923	7.342	6.183	8.448	6.926	4.641	28.298	1.498	8.476	4.236	6.48	5.439
56.50865	1.329	53.619	62.678	42.956	55.377	14.645	9.0	32.524	1.184	55.021	62.919	41.197	54.084	18.06	4.433	32.31	1.333	54.988	63.439	42.482	55.665	17.949	5.54	33.74	6.105	43.33	5.447	7.776	7.446	11.125	9.69	5.781	39.506	3.874	7.673	6.331	8.678	7.241	4.737	28.24	1.385	8.406	4.357	6.527	5.394
56.67533	1.032	53.646	62.519	42.905	54.838	15.201	9.486	32.411	1.221	54.668	62.788	41.12	53.89	18.066	4.752	32.651	1.335	55.013	63.361	42.648	55.294	18.119	5.403	33.935	6.356	42.844	5.766	7.295	7.562	11.126	9.475	6.637	39.259	3.773	7.645	6.086	8.778	7.057	4.121	28.253	1.748	8.524	4.2	6.471	5.345
56.84202	1.21	53.561	62.351	42.899	55.265	14.9	9.325	32.657	1.086	54.67	62.762	41.171	54.544	17.766	4.647	32.386	1.173	54.929	63.279	42.502	55.436	17.763	5.297	33.642	6.395	43.039	5.661	7.731	7.344	11.055	9.487	5.878	39.48	4.093	7.825	6.44	8.534	7.097	4.442	28.355	1.583	8.647	4.406	6.423	5.382
57.0086	1.26	53.817	62.69	42.99	55.237	14.974	9.145	33.122	0.993	54.952	62.902	41.376	54.032	18.009	4.98	32.395	1.364	54.985	63.332	42.648	55.55	17.834	5.659	33.793	6.469	43.271	5.653	7.721	7.42	11.382	10.214	6.125	39.629	3.944	8.072	5.915	8.948	7.227	4.519	28.509	1.834	8.894	4.456	6.642	5.345
57.17542	1.37	54.315	62.561	42.979	55.393	15.224	9.425	32.828	1.302	54.937	62.772	41.024	54.588	18.088	4.89	32.556	1.7	54.999	63.572	42.721	55.535	17.856	5.37	34.153	6.265	43.174	5.478	7.546	7.416	11.546	9.611	5.779	39.703	3.912	7.868	6.108	8.942	7.136	4.601	28.273	1.575	8.804	4.026	6.466	5.455
57.34204	1.192	53.916	62.729	42.956	55.365	15.184	9.074	32.98	0.896	54.992	63.025	41.286	54.332	18.501	4.881	32.907	1.492	54.97	63.796	42.583	56.047	18.382	5.646	34.56	6.198	43.32	5.725	7.594	7.577	11.389	10.025	6.225	40.022	3.933	8.03	6.181	8.817	7.38	4.536	28.313	1.398	9.08	4.218	6.628	5.589
57.50871	1.38	53.732	62.636	43.269	55.094	15.327	9.154	33.312	0.887	55.211	63.047	41.398	54.458	18.222	4.675	33.04	1.373	55.356	63.649	42.73	55.863	18.219	5.468	34.268	6.195	43.153	5.604	7.873	7.515	11.339	9.743	6.163	39.964	4.093	7.74	6.468	9.302	7.012	4.214	28.64	1.64	9.188	4.236	6.679	5.581
57.67547	1.26	54.045	62.747	43.246	55.521	15.486	9.43	32.866	1.391	54.924	63.158	41.291	54.289	18.351	4.752	32.879	1.449	55.07	63.503	42.99	55.749	18.46	5.488	34.391	6.384	43.442	5.681	7.807	7.648	11.211	9.617	6.296	39.885	4.086	8.072	6.342	9.005	7.256	4.548	28.623	1.521	8.894	4.285	6.556	5.431
57.84214	1.384	54.401	62.908	43.281	56.048	15.76	9.244	33.208	1.062	54.998	63.233	41.58	54.387	18.826	4.594	32.68	1.548	55.199	63.807	42.771	55.877	18.425	5.757	34.079	6.115	43.734	5.608	7.621	7.576	11.232	9.635	6.054	40.004	4.211	8.001	6.645	9.308	7.017	4.872	28.563	1.444	9.107	4.296	6.57	5.614
58.00867	1.287	54.331	62.9	43.224	55.777	15.448	9.296	33.17	0.854	55.131	63.141	41.466	54.741	18.746	4.787	33.27	1.457	55.301	64.002	43.146	56.006	18.633	5.779	34.47	6.341	43.823	5.886	7.844	7.599	11.439	9.78	6.02	40.117	3.859	8.452	6.135	9.31	7.389	4.379	28.605	1.43	9.301	4.143	6.679	5.492
58.17545	1.189	53.504	62.884	43.314	55.692	15.178	9.866	33.198	0.977	55.147	63.009	41.36	54.802	18.751	4.621	32.84	1.686	55.439	63.723	43.168	56.033	18.431	5.926	34.351	6.193	43.848	5.891	8.272	7.459	11.695	9.678	6.192	39.84	4.071	8.622	6.431	9.664	7.46	4.362	28.56	1.793	9.104	4.214	6.452	5.557
58.34204	1.295	54.074	63.034	43.298	55.55	15.498	9.41	32.971	1.229	55.296	63.189	41.626	54.715	19.047	4.59	33.04	2.027	55.526	63.706	43.185	56.347	18.304	5.667	34.439	6.281	44.092	6.088	7.901	7.657	11.51	9.715	6.22	40.135	3.923	8.224	7.037	8.96	7.325	5.039	28.64	1.526	9.302	4.463	6.509	5.61
58.50883	1.285	54.315	63.073	43.406	55.906	15.935	9.795	33.483	0.904	55.279	63.056	41.592	54.986	18.771	5.004	33.097	1.331	55.397	63.686	42.977	56.133	18.709	5.626	34.637	6.208	43.885	5.847	7.887	7.985	11.403	9.952	6.49	39.845	4.281	8.21	6.279	8.942	7.222	5.596	28.842	1.745	9.203	4.225	6.552	5.654
58.67543	1.256	53.945	62.845	43.434	55.678	15.679	9.311	33.198	1.302	55.023	63.483	41.649	54.872	18.856	4.833	33.495	1.331	55.426	63.942	42.977	56.133	18.396	5.541	34.836	6.208	43.771	5.478	8.058	7.643	11.46	9.981	6.462	40.101	3.94	8.124	6.25	9.113	7.563	4.174	28.671	1.347	9.003	4.367	6.381	5.683
58.84219	1.373	54.358	63.231	43.36	55.834	15.827	9.657	33.464	1.05	55.436	63.527	41.661	55.0	19.09	4.724	32.907	1.961	55.582	64.015	43.217	56.261	19.086	5.858	34.647	6.469	43.812	6.022	8.205	7.819	11.553	9.958	6.751	40.198	3.915	8.385	6.37	8.948	7.341	4.178	28.964	1.492	9.349	4.143	6.727	5.573
59.00884	1.26	54.215	63.288	43.417	55.749	15.856	9.657	33.378	0.879	55.294	63.271	41.689	55.256	18.948	5.179	33.419	1.25	55.355	63.787	43.587	56.346	18.83	5.801	34.675	6.384	43.812	5.909	7.892	7.591	11.297	9.902	6.296	40.311	4.001	8.072	6.626	8.948	7.768	4.519	28.765	1.577	9.264	4.371	6.727	5.829
59.17554	1.257	54.142	63.062	43.343	55.878	15.631	9.644	33.377	1.298	55.128	63.272	41.645	54.789	19.114	4.713	33.246	1.465	55.366	63.813	43.219	55.847	18.679	5.819	34.728	6.138	44.015	5.7	8.191	7.436	11.432	9.818	6.766	40.352	4.138	8.427	6.627	8.554	7.373	4.428	28.944	1.551	9.393	3.998	6.372	5.565
59.34216	1.331	54.101	63.14	43.4	55.977	16.031	9.695	33.425	0.977	55.29	63.208	41.729	55.086	19.205	4.792	33.38	1.26	55.439	63.78	43.082	56.004	18.972	5.727	34.891	6.107	43.991	5.891	8.385	7.629	11.297	9.877	6.619	40.266	3.986	8.366	6.26	9.266	7.375	5.698	29.157	1.424	9.53	4.47	6.623	5.443
59.50885	1.181	54.444	63.205	43.696	56.062	16.323	9.809	33.511	1.143	55.495	63.531	41.882	54.743	19.246	4.846	33.439	1.543	55.526	64.161	43.498	56.347	18.845	5.81	35.122	6.452	44.32	5.86	8.3	7.913	11.481	10.255	6.675	40.334	3.923	8.594	6.297	9.017	7.695	4.356	29.067	1.669	9.529	4.15	7.021	5.667
59.67547	1.438	54.072	63.194	43.604	56.005	15.905	9.686	33.861	1.736	55.202	63.575	41.764	55.087	19.447	4.868	33.73	1.393	55.523	63.947	43.086	56.686	18.928	5.69	35.099	6.779	44.08	6.053	8.632	7.706	11.538	9.95	6.609	40.414	4.064	8.697	6.759	9.31	7.732	4.496	29.254	1.56	9.663	4.207	7.068	5.577
59.84224	1.267	54.271	63.222	43.604	56.318	16.331	10.311	33.491	0.941	55.344	63.575	41.963	55.485	19.476	4.953	33.531	1.478	55.58	64.174	43.569	56.231	19.61	5.917	35.042	6.779	43.909	5.798	8.177	8.132	11.34	10.177	6.382	40.414	4.405	9.067	6.731	9.055	8.073	4.78	28.913	1.503	9.663	4.037	6.955	5.833
60.00879	1.342	54.599	63.471	43.662	56.56	16.191	9.937	33.938	1.416	55.279	63.597	41.905	54.701	19.653	4.89	33.95	1.615	55.739	64.283	43.717	56.389	19.136	5.91	35.604	6.379	44.312	5.677	8.542	7.643	12.086	10.066	6.633	40.642	4.424	8.551	6.449	9.454	7.335	4.885	29.297	1.631	9.715	4.31	6.665	5.74
60.17551	1.274	54.357	63.31	43.741	56.147	16.258	10.093	33.909	0.977	55.545	63.635	41.9	55.456	19.234	4.735	33.921	1.402	55.638	64.235	43.452	56.63	19.54	5.84	35.517	6.761	44.275	6.09	8.3	8.084	11.524	9.877	6.448	40.352	4.242	8.736	6.743	9.18	7.716	4.874	29.328	1.566	10.184	4.271	6.737	5.671
