	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
23.50712	0.409	3.104	2.882	27.858	8.622	31.465	41.825	35.218	0.399	4.036	3.723	30.155	13.834	32.449	40.742	35.917	0.372	4.768	5.127	28.667	15.377	34.814	41.397	35.072	34.748	36.55	37.931	0.455	36.319	1.531	30.237	33.357	34.522	36.015	0.362	16.821	0.581	25.247	36.055	35.767	39.029	0.304	2.184	0.521	13.115
23.67399	0.431	3.393	3.2	27.931	8.557	31.347	42.447	34.422	0.488	4.264	3.849	28.595	14.175	32.924	40.447	36.202	0.397	5.195	5.293	28.874	16.28	34.443	42.975	34.374	33.396	36.12	36.747	0.416	35.788	1.524	30.122	33.807	34.285	37.027	0.483	17.299	0.605	25.284	36.278	35.562	39.29	0.426	2.079	0.384	13.658
23.84048	0.311	3.465	3.111	27.858	9.277	31.564	42.316	35.938	0.366	4.232	3.919	29.14	14.686	32.514	39.301	35.721	0.372	5.324	5.323	29.06	16.719	34.323	44.179	36.316	33.275	35.339	37.604	0.488	37.465	1.596	30.205	33.979	34.784	36.146	0.329	17.508	0.581	26.621	35.957	35.701	39.095	0.304	2.151	0.456	14.523
24.00718	0.409	3.595	3.471	28.087	9.244	31.433	41.595	34.923	0.497	4.658	3.985	29.435	15.308	33.071	41.167	37.063	0.307	5.619	5.618	28.569	16.555	35.502	43.557	34.679	33.798	35.568	37.048	0.455	36.712	1.727	29.746	33.881	33.245	36.703	0.427	18.228	0.614	28.782	36.088	35.374	39.749	0.271	2.413	0.554	15.865
24.17395	0.292	3.842	3.519	28.297	9.79	31.088	40.837	34.946	0.512	4.743	4.232	28.501	16.485	32.402	40.443	36.071	0.388	6.264	5.935	28.911	17.276	33.886	43.722	36.471	33.658	35.79	37.696	0.471	36.868	1.842	29.109	34.724	34.776	37.188	0.441	20.0	0.695	31.19	36.833	36.02	38.762	0.319	2.299	0.472	16.359
24.34067	0.338	3.957	3.83	28.375	10.403	31.662	41.455	35.002	0.526	4.895	4.513	29.237	16.68	32.223	39.258	36.585	0.338	6.713	6.286	28.992	18.656	35.416	43.953	36.594	34.271	36.865	38.444	0.422	35.811	1.728	29.519	32.845	35.391	35.541	0.456	20.824	0.743	31.044	36.563	36.372	39.97	0.399	2.644	0.456	17.97
24.50735	0.319	4.13	3.709	28.049	10.797	31.265	42.091	36.267	0.473	5.063	4.749	29.53	17.684	33.266	39.043	36.704	0.382	7.041	6.45	28.728	19.851	34.552	45.039	34.941	33.308	35.963	37.869	0.399	34.552	1.803	29.547	34.341	34.818	37.066	0.436	21.754	0.721	34.609	36.614	35.342	38.869	0.509	2.652	0.335	18.212
24.67395	0.409	4.424	3.836	28.295	11.364	31.977	43.285	34.861	0.532	5.691	4.684	28.929	18.958	32.932	39.479	36.575	0.606	7.281	6.689	28.781	21.559	34.978	45.786	36.551	34.195	36.988	39.322	0.494	37.114	1.833	29.244	33.721	34.856	36.582	0.396	22.94	0.749	34.774	36.914	35.509	40.914	0.34	2.782	0.594	19.134
24.84069	0.403	4.614	4.42	28.868	11.65	32.449	44.113	36.282	0.625	6.371	5.169	28.712	19.633	32.649	40.078	36.749	0.502	8.157	6.877	28.598	21.904	34.727	46.152	36.43	33.812	37.358	38.313	0.488	36.336	1.925	28.961	34.092	34.308	36.657	0.488	23.81	0.907	38.919	35.447	36.372	39.412	0.399	2.644	0.554	19.151
25.00733	0.431	5.23	4.578	28.324	11.837	32.692	44.514	36.062	0.586	6.199	5.161	29.218	19.947	33.154	40.743	38.039	0.397	8.639	7.261	29.366	22.709	34.803	45.402	36.833	33.658	38.022	37.535	0.416	37.559	2.016	29.204	34.562	35.564	35.944	0.483	26.122	0.9	39.453	36.278	35.857	40.044	0.295	3.03	0.548	21.858
25.17406	0.324	5.546	4.535	28.887	12.936	31.613	44.77	35.209	0.577	7.07	5.412	29.287	20.909	33.221	41.23	37.513	0.486	9.476	7.377	28.747	24.094	34.115	46.967	37.749	33.527	36.97	37.893	0.471	36.376	2.104	28.289	33.937	35.726	36.467	0.376	26.162	0.793	38.433	36.702	36.512	40.04	0.286	3.053	0.472	23.471
25.34067	0.377	5.756	4.846	28.251	13.14	31.957	45.393	34.727	0.465	7.473	5.687	28.715	22.182	32.449	41.167	37.259	0.405	10.496	7.615	28.961	24.674	35.403	45.587	37.723	33.864	37.696	37.833	0.39	35.599	2.087	28.928	34.077	34.293	36.932	0.427	26.642	0.811	33.954	36.939	36.814	39.553	0.369	3.002	0.423	22.969
25.50742	0.319	5.931	4.758	28.672	14.073	31.56	44.973	36.202	0.506	8.077	5.863	29.628	23.876	33.004	42.417	36.966	0.414	11.365	8.154	29.514	26.108	34.945	46.12	36.12	33.603	37.667	37.869	0.465	35.928	1.999	29.547	34.21	35.146	37.36	0.567	28.306	0.82	31.268	37.105	35.932	40.605	0.411	3.34	0.564	24.993
25.67404	0.327	6.697	5.325	28.109	13.991	32.114	45.078	36.826	0.613	8.681	6.17	29.166	24.818	33.133	42.259	36.639	0.424	11.94	8.759	28.855	28.298	35.503	46.26	36.548	34.128	37.277	38.56	0.573	35.863	2.403	28.102	34.67	35.803	36.773	0.543	28.432	0.829	31.003	37.238	36.785	40.118	0.486	3.548	0.541	27.185
25.84065	0.581	7.438	5.151	28.508	15.383	32.215	45.465	36.922	0.67	9.453	6.551	28.776	25.677	32.545	43.367	38.309	0.578	12.806	8.744	28.925	27.975	35.535	45.825	38.84	34.225	38.158	37.181	0.498	35.436	2.327	28.368	33.817	35.899	36.672	0.469	30.01	1.016	31.366	37.629	37.275	40.015	0.313	3.537	0.564	30.333
26.0075	0.39	7.906	5.486	28.297	15.821	33.12	45.589	36.093	0.708	9.791	6.854	28.861	26.809	33.68	42.475	36.89	0.584	14.72	8.918	28.944	28.518	34.476	46.049	36.668	34.411	38.445	38.548	0.668	36.966	2.596	28.355	34.953	37.004	36.958	0.474	31.668	0.924	29.813	36.833	37.757	39.647	0.483	3.544	0.538	29.01
26.17404	0.407	8.763	5.53	28.766	15.916	32.961	45.936	37.268	0.658	10.578	6.796	29.033	28.066	33.846	43.086	39.179	0.5	15.695	9.41	29.214	27.578	34.541	45.671	38.89	33.853	37.127	38.509	0.485	35.587	2.476	28.035	34.655	35.067	36.985	0.523	32.033	0.971	30.802	37.255	36.508	39.672	0.301	3.817	0.551	32.451
26.34083	0.374	8.894	5.661	28.34	16.8	32.274	45.38	37.007	0.593	11.658	7.254	29.654	28.687	33.061	42.955	38.001	0.5	16.055	9.606	28.952	27.022	34.934	47.275	38.595	34.278	37.422	38.181	0.452	35.62	2.509	28.296	35.179	36.704	37.018	0.556	33.735	1.004	30.9	37.615	38.177	40.752	0.465	4.177	0.518	32.942
26.50748	0.496	10.149	6.185	27.734	18.233	32.265	45.006	37.309	0.684	12.43	7.162	28.693	28.048	33.711	43.432	37.94	0.594	17.757	10.377	28.054	29.268	35.0	46.747	38.014	33.986	38.088	38.125	0.58	35.329	2.738	27.794	33.446	36.122	37.683	0.68	34.519	0.999	29.712	36.573	37.727	40.077	0.328	4.014	0.646	35.305
26.67417	0.5	10.978	6.471	27.7	18.554	31.534	45.713	38.39	0.685	13.053	7.343	29.21	27.328	33.531	43.387	39.646	0.461	19.966	10.675	28.54	28.508	35.632	46.592	39.062	33.078	38.445	37.307	0.445	34.714	2.665	27.884	35.254	36.222	37.485	0.419	36.461	1.063	31.174	36.512	38.906	41.054	0.197	4.071	0.544	38.481
26.84083	0.425	11.746	6.505	28.339	20.023	32.213	45.898	38.17	0.678	14.32	8.465	27.756	28.522	33.002	43.57	39.294	0.489	21.217	11.119	28.461	29.741	35.568	46.981	38.384	33.538	39.572	38.068	0.475	36.486	2.895	27.676	34.178	36.82	38.019	0.444	36.858	0.993	30.479	36.55	37.474	40.249	0.387	4.499	0.541	37.38
27.00756	0.423	12.986	6.797	28.198	20.114	32.727	45.917	38.584	0.708	15.953	8.231	29.353	29.234	33.123	43.852	39.348	0.519	23.077	11.54	29.239	29.895	35.983	46.574	39.617	34.346	39.461	37.696	0.57	35.688	2.727	28.06	34.658	36.972	37.712	0.671	35.076	1.022	30.207	36.801	38.904	40.695	0.417	4.79	0.538	38.351
27.17419	0.488	14.068	7.321	28.887	21.392	33.579	45.458	38.486	0.61	18.148	8.886	29.189	29.103	33.581	44.049	38.922	0.584	25.667	12.457	28.649	30.092	34.705	46.442	40.076	34.346	38.248	37.991	0.504	35.164	2.793	28.06	34.331	36.611	37.057	0.474	36.256	1.219	28.896	36.735	38.249	40.925	0.515	4.691	0.571	34.451
27.34087	0.417	15.825	7.575	27.787	21.935	32.805	45.956	38.265	0.768	19.15	9.368	28.58	30.362	32.48	43.924	39.816	0.611	27.679	12.609	28.4	29.974	35.044	47.233	40.543	33.537	38.551	38.164	0.465	36.55	3.277	27.877	34.21	37.374	37.36	0.469	37.839	0.983	29.892	37.858	38.421	40.671	0.411	4.782	0.564	31.447
27.50759	0.508	16.395	8.218	27.957	22.862	32.677	45.851	39.015	0.759	21.222	9.517	28.453	29.973	33.431	43.983	39.518	0.602	29.123	13.18	28.405	29.846	35.403	47.125	40.309	33.111	38.023	38.292	0.488	35.14	3.069	27.815	34.601	36.159	36.441	0.46	36.397	1.105	29.437	37.692	38.844	41.484	0.402	4.966	0.554	32.102
27.67436	0.467	17.39	7.943	28.322	24.082	32.418	45.583	36.983	0.685	22.736	9.862	28.784	29.781	32.942	44.401	39.548	0.658	31.383	13.783	28.867	30.438	35.076	46.559	39.683	32.947	38.477	36.587	0.576	35.368	3.385	27.001	34.632	37.596	37.485	0.452	35.578	1.259	29.931	36.905	38.415	41.348	0.36	5.249	0.61	32.331
27.84099	0.483	19.166	8.787	27.754	25.276	32.707	45.367	38.495	0.899	24.85	10.351	28.744	30.231	33.855	44.448	38.604	0.677	33.347	13.657	28.793	29.908	35.273	46.513	39.658	32.554	40.189	37.967	0.563	33.962	3.408	27.975	34.341	37.832	36.279	0.632	37.25	1.377	29.597	36.417	39.502	40.572	0.378	5.535	0.728	31.348
28.00761	0.48	20.699	8.717	28.204	26.578	31.911	46.336	39.367	0.7	26.871	10.968	29.225	31.335	33.354	44.533	40.361	0.608	36.381	15.027	28.424	30.39	36.244	46.859	39.483	33.428	39.096	37.628	0.593	36.047	3.502	26.655	33.15	38.803	36.235	0.466	36.419	1.308	28.408	37.257	39.196	40.101	0.506	5.728	0.561	30.552
28.17434	0.573	22.746	9.429	27.76	26.529	32.611	46.342	38.917	0.923	28.686	11.088	28.911	30.497	33.726	44.997	40.599	0.602	38.453	14.915	28.896	29.65	35.403	46.405	40.015	33.406	39.398	37.211	0.488	35.402	3.593	27.651	33.717	38.32	36.244	0.427	36.43	1.367	28.88	37.398	38.386	41.124	0.468	5.916	0.652	30.825
28.341	0.483	23.458	9.803	27.787	28.126	32.379	45.792	39.117	0.866	29.108	11.956	29.333	31.869	33.069	45.038	41.159	0.775	39.866	15.951	28.4	30.072	35.535	47.725	40.576	32.063	39.73	38.164	0.596	35.764	3.866	28.171	34.144	38.127	36.05	0.567	36.234	1.409	29.073	37.564	39.666	41.522	0.509	6.321	0.662	31.643
28.50769	0.669	25.389	10.21	28.013	26.815	32.961	46.231	39.232	0.92	33.782	12.261	28.803	30.291	33.453	45.508	39.932	0.697	37.132	17.69	28.592	31.374	35.556	47.013	40.133	33.067	39.549	36.905	0.55	34.736	3.949	28.002	34.066	37.816	37.182	0.654	36.189	1.462	28.478	37.68	39.028	40.261	0.465	6.501	0.714	32.287
28.67433	0.549	28.653	10.663	28.365	26.355	33.109	46.223	39.168	0.733	34.936	12.543	28.923	30.999	33.142	44.812	39.706	0.574	35.664	18.056	28.32	30.477	34.651	47.259	42.158	32.098	40.135	37.4	0.524	34.55	3.951	27.729	33.225	38.177	36.433	0.533	34.826	1.535	28.271	37.783	39.813	40.979	0.343	7.217	0.623	32.298
28.84102	0.562	30.694	11.046	27.332	27.509	32.506	46.322	39.13	0.846	37.183	13.978	28.611	31.08	33.39	44.977	41.597	0.687	36.638	18.093	28.858	29.022	34.869	47.657	40.096	32.184	39.806	37.492	0.54	34.18	4.428	26.599	32.79	37.257	36.165	0.613	34.423	1.387	28.351	36.435	39.94	40.387	0.357	7.632	0.835	30.652
29.00778	0.554	32.495	11.13	28.089	28.332	32.312	46.38	39.715	0.87	36.821	14.254	28.681	30.43	33.456	45.525	39.86	0.58	37.877	18.954	29.221	31.183	34.738	47.092	40.125	32.348	39.997	37.652	0.465	34.768	4.416	26.964	33.247	38.136	36.064	0.637	35.273	1.378	28.813	36.564	40.132	39.86	0.479	7.128	0.695	30.62
29.17443	0.565	34.499	11.836	27.635	29.055	32.123	46.204	39.339	0.914	33.76	14.344	28.294	31.711	32.615	45.284	40.399	0.592	37.729	19.933	28.049	30.144	34.585	47.344	40.632	32.587	41.192	36.424	0.642	34.42	4.465	27.197	33.029	38.087	35.915	0.452	36.102	1.554	27.87	36.61	40.77	40.792	0.393	7.735	0.839	30.204
29.34104	0.598	38.326	12.523	28.158	29.578	31.861	46.27	40.745	0.783	33.793	15.26	28.817	32.104	32.222	45.317	40.562	0.69	37.958	20.652	28.246	31.649	35.207	47.443	40.632	32.097	40.113	37.798	0.478	34.976	4.759	27.296	33.422	39.231	36.569	0.615	36.069	1.685	27.935	36.643	40.738	40.53	0.393	8.356	0.839	30.597
29.50775	0.663	34.302	13.341	27.7	28.793	32.025	46.433	41.105	0.979	36.181	16.11	28.392	32.3	32.222	45.873	40.791	0.789	38.743	21.568	27.951	31.42	35.468	47.148	42.137	31.573	40.342	37.503	0.674	34.91	4.792	27.623	33.487	38.806	35.719	0.648	35.709	1.685	27.543	36.708	40.836	40.236	0.393	8.226	0.839	30.597
29.67442	0.557	33.878	13.488	27.804	30.172	31.374	46.459	40.642	0.872	35.983	16.156	28.396	32.139	33.009	45.44	41.899	0.779	38.314	23.309	28.348	31.487	34.847	47.008	42.098	31.836	41.154	36.161	0.566	34.289	5.041	26.613	33.258	39.456	35.357	0.541	35.578	1.773	28.136	36.118	40.602	40.493	0.482	8.898	0.796	29.944
29.84115	0.606	34.531	14.503	28.153	29.737	32.087	46.931	40.39	0.923	36.215	17.243	28.715	30.89	32.253	45.423	40.828	0.765	38.878	24.769	28.601	31.777	34.421	46.503	41.062	32.718	40.74	35.378	0.553	35.402	5.099	27.128	33.259	39.563	36.735	0.526	35.251	1.76	28.16	37.627	39.466	39.946	0.566	8.993	0.751	30.825
30.00797	0.497	34.455	15.004	27.79	29.863	31.492	46.093	41.877	0.976	37.183	18.884	29.396	32.388	32.834	46.317	40.812	0.785	37.815	25.55	28.825	30.821	35.686	48.638	41.568	31.465	39.61	36.87	0.54	34.572	5.278	27.613	33.084	40.004	35.02	0.547	35.109	1.78	27.73	35.29	41.576	39.308	0.456	9.889	0.737	29.736
30.17446	0.688	34.532	15.875	28.523	29.78	31.767	47.047	42.604	0.971	37.029	18.902	28.592	30.963	31.865	47.009	41.703	0.877	37.824	26.087	29.329	31.879	34.945	47.727	41.641	31.738	40.892	36.259	0.468	34.387	5.629	27.104	32.702	38.867	35.259	0.509	34.401	1.773	27.842	35.53	40.537	41.311	0.482	10.173	0.927	29.487
30.34125	0.663	34.924	16.023	27.897	29.218	31.829	47.414	41.465	0.914	36.966	19.708	28.392	33.445	31.503	46.887	43.147	0.69	36.322	27.62	28.638	31.714	33.473	49.078	42.039	31.475	41.52	36.784	0.576	34.42	5.479	27.492	33.324	39.886	35.62	0.517	35.873	1.946	28.459	36.316	41.719	40.727	0.557	10.548	0.839	29.91
30.50787	0.533	35.153	17.093	28.702	29.925	32.102	47.644	40.889	0.944	35.717	20.827	28.506	32.376	31.384	47.048	42.375	0.555	37.715	28.613	29.177	32.277	34.357	48.479	41.331	31.446	41.136	36.384	0.602	34.059	6.178	27.378	32.114	40.322	34.275	0.483	35.284	1.842	29.03	35.788	39.74	40.382	0.455	10.289	0.668	29.198
30.67456	0.688	36.003	17.869	28.295	29.649	31.276	47.21	41.231	1.199	35.95	21.288	28.756	33.349	32.159	47.696	41.147	0.681	37.268	31.056	29.035	32.533	33.833	48.25	42.196	32.032	41.84	36.455	0.534	33.079	6.414	27.202	32.179	41.221	34.899	0.607	34.99	1.936	28.234	36.02	41.191	39.316	0.482	11.055	0.829	29.487
30.84123	0.8	35.109	19.308	28.242	30.153	31.75	47.573	42.734	1.084	35.909	23.52	28.607	33.04	31.13	47.471	42.583	0.762	36.837	31.502	28.755	32.127	34.541	48.42	42.948	32.216	42.986	36.709	0.648	34.9	6.436	27.445	32.364	39.649	34.76	0.621	36.124	2.051	28.151	35.52	40.566	39.737	0.465	11.41	0.813	29.735
31.00788	0.701	36.353	19.177	28.34	29.793	31.652	47.474	41.85	1.084	37.415	25.156	29.0	32.091	31.948	48.191	42.223	0.664	37.132	33.203	28.264	32.422	34.836	48.126	42.032	33.198	42.397	35.072	0.648	33.296	6.829	26.725	32.724	40.827	34.956	0.556	34.913	2.051	28.445	36.142	42.301	39.344	0.465	11.933	0.813	28.785
31.1745	0.701	34.913	19.832	28.471	30.153	31.161	47.867	40.574	1.018	36.106	26.302	28.313	32.222	32.406	48.551	43.336	0.795	37.884	32.712	28.559	32.553	33.821	48.911	41.737	33.46	41.611	35.825	0.55	34.049	7.058	27.02	31.775	40.402	35.447	0.719	35.044	2.28	28.478	35.226	42.399	38.723	0.465	12.424	0.944	29.44
31.34142	0.693	34.584	21.404	29.144	29.187	31.445	47.793	40.982	1.143	36.898	27.333	28.792	33.231	31.776	47.762	43.254	0.823	36.649	30.449	29.071	34.155	34.738	48.813	42.18	33.757	41.269	36.518	0.711	33.722	7.067	27.006	33.348	40.025	35.059	0.68	35.437	2.409	28.236	35.72	42.712	38.995	0.524	12.739	0.843	29.533
31.50799	0.68	36.398	22.972	28.573	29.535	31.986	47.823	41.64	1.03	34.612	28.139	28.842	33.343	30.809	47.527	43.026	0.873	37.212	28.006	29.121	32.824	33.438	49.592	42.803	35.273	42.875	36.558	0.661	34.06	7.536	27.582	35.094	40.944	37.262	0.632	34.793	2.458	28.582	35.172	42.909	39.164	0.477	13.234	1.023	29.776
31.6746	0.718	35.109	23.938	28.493	31.192	31.121	47.982	42.485	1.036	35.65	28.617	28.501	32.872	31.844	49.293	42.298	0.912	36.81	27.731	29.468	33.435	33.853	48.999	42.633	35.198	43.59	36.188	0.668	34.082	7.971	27.011	36.494	41.691	37.942	0.736	35.601	2.661	28.535	36.997	42.968	39.811	0.515	13.508	0.964	29.043
31.84128	0.882	34.65	24.725	28.92	30.373	31.187	48.342	41.796	1.134	37.06	30.944	28.796	33.397	31.844	48.735	42.134	1.011	35.139	28.124	29.009	33.893	33.656	50.179	43.026	35.624	42.902	36.188	0.668	33.754	8.856	26.88	35.74	41.068	37.712	0.573	34.978	2.563	27.945	38.931	43.427	41.023	0.483	14.655	1.062	30.059
32.00803	0.865	35.24	26.247	28.471	31.135	31.456	48.62	41.85	1.116	36.793	33.207	29.622	33.138	31.85	48.846	43.957	0.893	37.753	28.065	28.755	33.469	33.69	49.304	43.439	36.209	44.295	35.727	0.845	33.035	9.022	27.315	36.39	40.631	38.458	0.556	33.473	2.771	28.052	38.76	42.628	41.897	0.465	15.043	1.042	30.225
32.17466	0.802	35.153	26.845	29.168	31.897	31.367	48.568	43.271	1.283	36.019	31.352	28.846	34.884	31.958	48.795	42.694	0.962	36.783	28.762	29.289	33.283	33.898	50.137	44.041	36.614	43.686	36.066	0.652	33.143	9.158	26.244	36.238	42.87	39.06	0.657	34.76	2.873	28.749	38.118	43.656	43.252	0.5	15.867	1.045	29.156
32.3414	0.761	35.317	29.959	29.532	30.298	31.436	48.952	42.185	1.208	35.167	29.686	29.7	33.74	31.503	49.275	42.754	0.887	36.65	28.896	28.965	32.663	33.898	49.504	42.627	37.004	42.861	35.639	0.642	33.013	9.339	26.609	36.562	41.292	39.186	0.713	35.709	2.96	28.851	40.274	43.158	43.017	0.393	16.469	1.1	28.961
32.50812	0.808	34.028	31.021	29.383	30.836	31.649	49.054	41.987	1.093	33.717	28.588	29.553	33.136	31.814	49.511	43.505	0.87	36.774	29.241	29.111	33.304	33.067	49.512	43.38	37.358	43.746	35.794	0.691	32.936	10.151	26.557	37.146	42.372	39.838	0.761	34.847	2.978	28.375	40.303	44.534	43.049	0.474	16.798	1.019	29.504
32.67473	0.819	35.907	32.109	29.158	29.595	31.491	48.979	43.252	1.236	34.908	27.02	29.494	33.997	31.559	50.29	43.556	0.981	36.625	28.003	29.478	33.609	33.995	49.473	44.547	37.177	42.522	37.609	0.803	33.896	9.976	27.217	37.948	41.508	40.183	0.575	34.399	3.156	28.315	40.189	44.916	43.79	0.42	17.513	1.066	29.742
32.84141	0.865	35.109	29.29	29.355	31.168	31.128	50.256	43.585	1.28	34.796	28.003	30.047	34.12	31.392	50.482	43.368	0.959	36.084	28.916	28.755	34.058	33.887	50.089	43.864	37.682	43.084	37.527	0.746	34.016	10.397	25.351	38.681	41.482	40.585	0.556	34.651	3.164	28.478	41.804	44.985	44.974	0.497	18.119	1.042	29.473
33.00809	0.873	34.258	27.484	28.892	31.72	31.19	49.742	43.33	1.191	35.158	28.228	29.848	35.396	31.978	50.756	44.127	0.87	35.792	27.767	29.93	33.272	33.952	50.625	45.509	38.308	43.91	38.414	0.789	32.674	10.511	26.884	38.784	41.161	41.41	0.662	35.044	3.437	27.393	41.973	43.682	46.226	0.506	18.304	1.117	29.798
33.17493	0.873	33.537	26.534	28.99	30.836	31.976	49.873	42.478	1.387	35.256	28.49	29.946	34.184	31.88	51.28	43.407	0.968	36.283	29.372	29.537	33.992	34.181	50.756	43.871	38.504	43.615	38.938	0.855	32.739	11.559	26.753	39.078	42.405	40.525	0.531	34.749	3.568	28.768	42.923	44.469	45.8	0.408	19.189	1.019	29.471
33.34151	0.876	34.236	27.001	29.851	31.894	31.462	51.099	43.605	1.39	34.645	29.253	29.988	34.555	31.661	50.476	44.304	0.906	36.098	27.908	30.137	33.872	33.34	51.459	44.605	39.991	45.496	38.262	0.694	32.946	12.711	26.402	38.894	42.975	42.864	0.567	34.301	3.44	28.287	42.641	43.139	45.879	0.575	20.474	1.154	29.088
33.50806	0.898	33.407	25.789	29.257	31.757	31.521	50.322	44.272	1.313	34.927	28.593	29.491	33.957	32.406	51.137	44.612	0.893	35.691	28.327	29.41	33.076	34.05	50.711	45.337	39.187	43.869	40.44	0.845	32.904	12.295	26.922	39.728	42.431	41.469	0.719	34.226	3.655	28.085	42.982	45.083	46.577	0.661	20.639	1.14	29.276
33.67479	0.923	33.666	26.947	29.669	31.746	31.642	50.45	44.852	1.307	35.586	28.809	29.382	33.493	32.793	51.369	44.894	1.02	35.698	28.908	29.661	33.565	34.639	51.536	45.656	39.595	44.09	39.371	0.809	32.803	13.168	26.908	40.597	42.19	42.373	0.745	34.552	3.852	27.645	43.034	44.844	46.997	0.524	20.971	1.171	29.762
33.84147	0.93	34.389	27.229	29.257	32.378	32.143	51.042	43.552	1.476	34.796	28.494	29.916	34.546	32.701	50.875	45.267	1.057	35.855	28.458	29.115	32.945	34.214	51.431	45.861	40.268	43.378	39.883	0.681	32.347	13.408	26.169	40.023	42.169	43.302	0.654	34.618	3.851	28.052	44.619	43.545	48.606	0.563	21.097	1.205	29.865
34.00817	0.942	34.793	27.165	29.491	32.221	31.265	51.427	43.605	1.423	34.514	29.449	29.694	34.621	32.643	50.771	45.025	1.004	35.607	28.366	29.94	34.298	34.454	52.508	44.998	40.318	44.644	40.49	0.858	32.783	13.825	27.156	39.648	43.172	41.554	0.731	34.105	4.128	27.828	44.083	44.777	46.764	0.575	23.062	1.219	28.728
34.17484	1.007	34.072	27.591	29.589	32.418	31.691	51.525	45.505	1.423	35.234	28.925	29.988	34.555	32.283	51.852	45.221	1.004	35.214	27.908	29.94	33.675	34.487	51.59	45.293	40.187	44.906	40.686	0.858	33.143	14.481	26.664	40.237	42.582	43.552	0.665	33.253	4.423	27.894	43.297	43.335	48.172	0.575	23.946	1.35	28.924
34.34152	0.93	34.029	27.163	30.369	32.575	31.881	52.318	44.01	1.476	35.876	27.774	29.818	34.578	32.308	50.941	44.808	1.057	35.07	27.967	29.901	34.156	33.723	52.217	46.286	41.446	44.262	41.978	0.877	33.198	14.913	27.02	40.285	42.66	43.4	0.817	33.178	4.342	27.365	45.208	44.232	48.999	0.661	24.567	1.434	29.178
34.50819	0.93	32.753	26.836	30.468	31.626	32.241	51.958	44.927	1.411	35.287	28.723	30.342	35.233	32.733	50.875	44.35	0.991	35.266	28.065	30.294	34.484	34.214	52.544	45.861	40.366	45.44	41.585	0.877	32.805	16.091	26.954	41.954	43.413	43.007	0.654	33.473	4.637	27.496	45.175	45.017	49.49	0.366	25.188	1.205	28.982
34.6749	1.037	33.701	27.157	30.66	31.491	31.583	51.38	45.131	1.42	34.241	29.636	30.634	34.283	31.454	52.754	45.83	1.165	36.676	29.241	30.225	35.008	34.738	52.427	46.098	41.878	44.008	42.802	0.855	33.165	16.799	27.146	42.19	44.272	44.226	0.728	34.258	4.812	27.72	45.543	45.615	48.387	0.506	26.001	1.347	29.307
34.84159	1.097	33.614	26.223	30.51	32.388	31.957	51.776	44.515	1.479	35.397	29.093	30.875	34.36	32.514	52.723	46.524	1.158	35.507	28.173	30.696	34.396	34.454	52.952	45.383	41.36	43.13	42.089	0.848	32.063	18.39	27.52	41.181	44.048	43.512	0.722	33.745	5.099	28.487	46.138	44.998	49.897	0.599	27.129	1.405	29.679
35.00828	1.037	33.734	27.058	30.955	32.277	32.075	52.624	44.64	1.486	35.911	28.817	30.765	35.396	32.24	52.655	44.946	1.066	36.512	28.651	31.24	34.156	34.443	53.573	46.884	41.583	44.107	42.377	0.953	32.674	18.044	27.179	41.96	43.453	45.34	0.761	33.046	5.205	27.426	46.002	46.204	47.831	0.572	27.311	1.51	29.569
35.17493	0.892	34.172	27.538	31.07	31.672	31.861	53.172	44.671	1.699	35.265	28.443	31.041	33.74	32.68	52.71	45.044	1.083	35.079	27.424	31.288	34.822	34.323	53.364	47.076	42.172	44.169	42.247	0.936	33.177	18.466	27.132	42.385	43.419	44.976	0.713	33.812	5.577	28.361	46.98	43.715	49.821	0.557	28.9	1.427	29.223
35.34161	1.13	33.778	26.975	32.049	32.29	32.448	52.431	44.94	1.512	35.626	29.028	31.661	36.062	32.547	53.05	46.327	1.093	35.081	28.271	32.464	35.477	34.749	53.738	47.053	41.95	44.57	43.267	0.946	33.242	19.961	27.455	42.261	44.441	45.934	0.722	33.647	5.721	27.767	47.317	45.718	50.585	0.566	29.747	1.438	29.057
