	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
35.50837	1.825	36.043	32.062	25.132	32.579	18.433	74.307	29.829	2.179	34.91	31.64	18.225	32.276	23.287	75.05	29.825	2.213	35.621	31.51	27.946	32.546	21.086	76.152	30.925	29.859	33.355	29.761	6.872	5.542	34.875	32.497	29.729	33.16	30.731	2.534	3.183	28.445	30.91	30.636	35.686	31.898	1.545	1.496	17.783	13.749
35.67505	1.907	36.668	33.004	25.416	32.744	19.093	74.639	30.086	2.166	34.885	32.355	19.437	31.923	23.827	75.319	30.377	2.134	35.922	31.642	28.139	33.198	21.946	76.39	30.604	29.047	33.49	30.636	7.483	5.664	35.37	31.983	30.604	33.62	30.506	2.522	3.236	28.801	30.426	30.669	36.019	31.933	1.467	1.484	18.574	14.956
35.84182	1.907	36.441	33.004	25.87	31.804	18.736	74.736	30.41	2.296	34.917	31.512	19.34	32.15	24.735	75.125	30.02	2.199	36.019	31.253	28.333	31.869	21.946	76.52	31.025	29.242	33.587	29.955	7.386	5.826	36.116	32.761	30.118	33.62	31.673	2.652	3.333	29.579	30.977	30.02	36.408	31.771	1.467	1.581	19.158	14.859
36.00856	1.835	36.085	31.646	25.165	32.845	18.88	74.904	30.577	2.158	35.664	32.002	19.968	32.023	25.294	75.454	30.672	2.224	35.274	32.229	28.954	32.585	22.637	76.88	31.385	29.766	33.687	29.992	7.633	6.042	36.116	32.051	29.118	34.496	31.061	2.546	3.324	29.842	30.689	30.349	36.733	32.228	1.394	1.475	19.818	15.586
36.17518	1.864	35.757	33.19	26.269	31.695	19.249	75.207	29.907	2.191	35.303	30.948	20.798	31.1	25.131	75.792	31.112	2.255	35.042	31.143	27.408	32.443	23.345	76.994	31.177	29.225	33.385	30.136	7.845	5.892	35.726	32.916	29.616	33.938	29.942	2.744	3.36	30.054	32.331	29.615	37.512	32.508	1.427	1.641	20.778	15.269
36.34184	1.869	36.493	32.429	26.156	32.136	19.294	75.442	30.738	2.294	35.226	32.137	20.227	32.321	26.057	75.767	31.001	2.326	35.713	30.544	28.727	33.113	23.555	77.263	31.425	29.536	34.9	30.219	7.788	6.354	36.463	32.741	29.146	34.349	30.903	2.75	3.464	31.146	32.091	28.755	37.307	32.268	1.497	1.647	21.735	16.159
36.50837	1.934	36.266	32.202	24.855	32.624	20.692	75.474	30.64	2.196	35.193	31.844	20.844	30.956	25.732	75.865	31.944	2.326	35.713	30.381	29.28	31.975	24.4	77.555	31.717	29.211	34.315	29.764	8.243	6.257	37.243	33.619	28.366	34.706	30.806	2.783	3.366	30.236	31.473	29.178	37.567	31.26	1.4	1.549	21.182	17.037
36.67513	1.862	35.454	32.693	26.845	31.783	20.509	75.609	31.49	2.285	35.747	31.231	21.993	31.09	26.747	76.097	31.492	2.415	36.201	31.523	28.796	32.531	24.279	77.591	32.5	29.379	34.837	29.932	8.555	6.538	36.69	33.231	28.925	34.318	29.835	2.936	3.357	31.864	31.379	28.306	37.339	32.498	1.587	1.735	22.59	17.375
36.84185	1.877	36.428	32.946	26.538	31.937	20.973	75.925	31.156	2.237	35.452	31.255	21.777	31.993	26.765	76.479	31.649	2.334	36.167	31.157	29.113	32.395	24.132	77.78	32.593	29.173	35.777	29.857	8.582	7.049	37.57	33.78	28.816	35.583	30.086	3.052	3.668	31.631	31.698	29.075	38.348	32.557	1.506	1.753	22.733	17.154
37.00858	1.98	36.417	31.729	26.132	32.184	21.344	76.095	30.946	2.308	35.278	30.46	22.377	31.98	27.368	76.454	32.645	2.437	35.309	29.646	28.871	32.252	24.994	77.951	33.101	29.354	36.482	29.68	8.851	7.187	36.583	33.67	28.703	35.93	30.007	3.058	3.739	31.781	31.717	29.19	38.468	31.047	1.413	1.824	23.464	17.72
37.17524	1.985	36.015	31.357	26.572	31.422	21.879	76.2	31.421	2.346	36.341	30.805	22.49	32.097	27.385	76.723	32.209	2.377	35.623	30.251	28.987	31.392	25.368	78.155	32.991	29.372	35.657	30.089	9.088	7.097	37.093	33.202	28.461	36.114	30.71	3.162	3.745	31.117	32.16	27.873	37.741	30.773	1.354	1.733	24.424	19.459
37.34192	1.977	37.122	32.956	26.514	31.361	22.281	76.4	31.49	2.305	35.463	31.199	23.183	31.97	27.197	76.955	32.895	2.336	36.275	31.004	29.578	32.73	25.051	78.256	33.189	29.93	36.309	29.769	9.432	7.638	37.353	33.465	28.629	35.496	30.356	3.153	3.834	32.715	31.349	28.14	40.116	31.298	1.508	1.626	24.563	19.341
37.50855	1.985	36.471	31.846	26.637	31.78	21.977	76.656	31.714	2.313	35.95	31.228	23.89	30.794	27.418	77.016	32.73	2.344	35.689	30.218	29.378	31.067	26.084	78.481	33.871	29.111	36.699	30.089	9.869	7.846	38.005	33.235	28.07	36.31	29.603	3.195	3.941	33.364	31.151	28.101	38.49	31.229	1.549	1.57	26.085	19.752
37.67519	1.955	36.84	31.888	26.678	32.018	23.743	76.774	32.342	2.414	36.189	30.684	24.028	31.585	27.589	77.036	33.033	2.38	36.285	30.618	30.169	32.966	26.712	78.534	33.49	30.0	36.156	30.522	10.134	7.948	36.746	33.994	29.154	36.809	30.394	3.1	3.683	31.811	32.268	28.501	39.153	31.467	1.454	1.573	27.298	20.085
37.84192	2.06	37.002	31.689	27.681	31.134	23.342	76.9	32.697	2.325	35.536	29.766	24.019	30.864	27.55	77.196	33.455	2.551	36.122	29.994	29.807	32.181	27.096	78.857	34.14	30.027	36.384	30.127	10.246	8.254	37.724	32.265	28.887	36.646	30.162	3.305	4.051	33.21	32.656	27.842	40.85	31.463	1.658	1.647	27.65	20.498
38.00871	1.985	37.154	31.585	26.442	32.594	23.149	77.08	33.472	2.313	35.983	30.186	24.378	31.576	27.678	77.472	33.642	2.377	35.982	30.739	29.052	32.369	26.964	78.872	34.424	29.469	37.578	30.122	10.455	8.335	37.973	32.812	28.07	36.929	30.026	3.39	4.039	32.355	32.258	27.678	41.454	32.239	1.549	1.765	28.592	21.12
38.17527	2.002	37.231	32.957	26.794	31.358	24.278	77.288	32.824	2.464	36.579	30.577	25.184	31.382	28.0	77.453	33.877	2.461	36.904	30.022	29.02	31.851	27.513	79.018	34.596	29.533	37.394	30.089	11.044	8.658	36.584	33.567	28.523	37.495	28.983	3.511	4.257	33.731	31.838	27.868	40.755	31.59	1.536	1.885	29.275	21.368
38.34202	2.057	36.959	31.418	26.956	31.548	24.28	77.304	32.785	2.322	35.721	30.409	24.728	31.116	27.965	77.762	34.161	2.45	37.317	30.083	30.091	31.91	27.609	79.162	34.717	29.986	38.23	29.824	11.447	8.934	37.844	31.408	28.748	37.418	30.054	3.465	4.146	32.776	32.19	27.834	41.913	31.453	1.362	1.742	29.727	21.631
38.50864	1.917	36.697	31.308	27.131	32.156	24.741	77.619	33.558	2.347	35.915	29.807	25.715	31.822	28.109	77.948	34.68	2.507	37.807	30.95	29.459	32.096	27.589	79.711	35.008	29.089	38.396	30.006	11.362	9.104	37.945	32.442	28.339	38.432	30.041	3.625	4.207	32.803	32.835	28.075	42.381	31.671	1.485	1.802	29.941	22.744
38.67533	2.105	38.362	32.063	27.301	31.67	25.24	77.818	33.757	2.437	36.503	30.595	25.592	31.107	28.213	78.115	34.518	2.564	37.676	30.236	29.953	32.034	27.759	79.68	35.694	29.747	38.395	30.565	11.837	9.385	37.03	32.739	28.541	38.594	30.503	3.582	4.296	33.719	31.63	27.592	42.182	30.956	1.542	1.858	28.999	23.602
38.84203	1.962	37.817	31.884	27.062	31.036	25.265	77.878	34.327	2.325	36.221	30.907	25.323	30.93	27.648	78.174	35.802	2.453	37.654	30.288	29.742	33.126	28.041	79.737	35.868	29.538	38.535	29.638	12.202	9.558	37.431	32.982	28.301	38.113	30.357	3.664	4.377	33.764	31.483	27.517	42.349	30.909	1.625	1.778	30.16	24.54
39.00866	1.995	37.622	31.004	27.095	31.134	25.005	78.074	34.131	2.455	36.319	30.223	26.236	30.538	28.332	78.369	35.248	2.453	37.23	29.212	30.035	32.409	28.53	79.998	36.064	30.419	38.828	30.518	12.3	9.949	37.17	32.167	28.855	38.733	30.162	3.664	4.54	34.971	31.972	27.549	42.447	31.887	1.56	1.843	29.867	24.996
39.17535	2.098	37.709	31.447	27.438	31.381	25.738	78.083	34.64	2.526	36.829	29.948	26.187	31.046	28.741	78.444	35.302	2.556	36.893	29.687	29.663	32.005	28.352	80.236	36.281	30.209	40.221	30.145	12.995	10.252	37.388	32.187	28.286	39.962	30.181	3.67	4.742	33.883	32.807	27.175	44.428	30.732	1.533	1.784	30.961	25.632
39.34207	2.075	37.883	31.126	27.114	30.342	25.313	78.198	34.811	2.472	36.905	28.614	26.221	30.366	27.994	78.69	36.128	2.567	38.471	30.441	29.766	31.978	28.061	80.484	36.586	29.952	39.875	29.987	13.409	10.597	38.347	32.423	28.256	39.813	30.577	4.01	4.756	33.468	32.162	27.666	44.544	30.28	1.479	1.763	30.281	25.732
39.50875	2.068	37.524	32.043	27.316	31.456	25.648	78.527	35.074	2.333	36.547	30.348	27.174	30.73	28.652	78.627	36.65	2.559	37.785	29.826	29.607	31.134	27.839	80.551	37.075	29.631	40.428	30.057	13.425	11.039	38.476	32.719	27.805	40.267	29.375	4.0	4.681	34.383	32.393	27.673	43.788	30.872	1.438	1.787	31.036	26.587
39.67544	2.08	38.199	30.948	28.045	31.732	26.276	78.729	35.354	2.445	36.829	29.807	26.14	31.985	28.893	78.863	36.248	2.605	38.493	28.86	30.569	31.573	28.602	80.756	36.837	30.101	39.703	30.299	14.334	11.652	37.847	32.769	28.274	41.11	30.988	4.115	4.763	33.163	32.182	27.716	45.353	30.201	1.485	1.965	31.084	26.631
39.84212	2.01	37.688	31.681	27.766	31.419	26.847	78.818	35.431	2.472	36.514	30.017	26.025	30.888	28.908	78.853	37.303	2.567	37.883	29.266	29.799	32.795	28.094	80.811	37.043	30.083	40.169	30.574	14.747	11.642	37.825	33.01	28.321	41.217	29.696	3.977	4.886	33.632	32.913	27.568	45.262	31.521	1.577	1.665	31.065	26.613
40.0087	2.082	37.741	30.381	28.852	31.585	26.569	79.001	35.784	2.607	36.895	30.088	26.007	31.608	29.111	79.002	36.833	2.54	38.098	29.827	29.671	30.839	28.885	80.956	37.388	30.088	41.258	30.024	14.754	11.917	38.07	32.714	28.819	41.683	30.971	4.074	5.113	34.634	32.225	27.385	45.655	30.61	1.647	2.026	31.751	26.819
40.17544	1.992	37.35	31.092	27.901	31.255	26.528	78.868	36.467	2.452	36.438	29.399	27.563	30.79	28.421	79.196	37.192	2.548	37.936	29.757	30.091	31.324	28.879	81.15	38.073	30.474	41.652	29.726	15.488	12.225	36.866	33.526	28.748	41.393	29.729	4.312	4.961	33.852	31.506	27.508	46.769	30.802	1.655	1.775	31.389	26.845
40.34217	2.108	38.243	30.864	27.864	31.158	26.651	79.406	36.247	2.537	37.46	29.266	26.776	30.856	29.332	79.441	37.368	2.502	37.883	29.919	29.473	31.26	30.085	81.431	37.925	30.834	41.769	30.803	15.824	12.556	37.988	33.5	28.354	41.412	29.631	4.369	5.245	34.741	32.031	27.96	46.111	30.509	1.479	1.698	31.522	26.515
40.50879	2.163	38.622	30.534	28.318	31.25	26.553	79.518	36.825	2.526	37.155	29.687	26.448	31.046	29.361	79.552	38.432	2.491	38.458	29.687	29.924	32.233	28.417	81.41	38.466	30.013	42.699	30.732	15.996	12.893	37.747	32.317	28.318	42.669	29.887	4.355	5.166	34.275	31.698	27.86	47.591	30.928	1.468	1.881	31.157	27.654
40.67555	2.296	38.144	30.804	27.544	30.966	26.855	79.539	37.423	2.529	37.036	29.663	26.783	30.436	29.598	79.606	38.183	2.657	38.763	28.489	29.868	31.329	29.144	81.66	38.38	29.664	43.005	29.992	16.654	13.42	38.313	32.621	28.719	42.681	29.962	4.62	5.431	33.731	31.153	27.444	46.528	30.579	1.471	1.787	32.21	27.174
40.84222	2.269	38.166	30.561	28.117	31.377	26.969	79.809	37.281	2.535	37.776	28.898	26.996	30.357	30.106	79.714	38.499	2.662	38.264	28.735	30.932	30.826	29.26	81.703	38.631	30.628	42.703	30.598	16.797	13.595	36.998	33.033	28.606	42.738	30.862	4.659	5.536	34.992	30.977	28.049	48.382	31.511	1.476	1.793	31.349	27.453
41.00894	2.1	39.155	30.086	27.838	30.966	27.377	79.734	37.553	2.464	37.362	28.783	26.587	30.534	30.088	80.258	38.574	2.657	39.35	29.794	30.814	31.558	29.209	81.856	38.902	29.925	42.418	29.861	17.535	14.334	37.66	32.327	27.805	43.105	30.875	4.717	5.463	34.285	32.491	28.129	48.29	29.796	1.569	1.95	31.427	27.37
41.17554	2.166	38.731	30.706	28.001	31.39	27.964	79.93	36.934	2.529	37.427	29.044	27.663	30.664	29.174	80.454	38.933	2.689	39.383	29.826	29.607	31.623	29.307	82.149	39.0	30.153	43.755	31.264	18.024	14.595	37.465	33.371	28.327	43.562	30.581	4.815	5.757	34.677	32.687	28.26	49.04	30.644	1.634	1.885	31.688	27.728
41.34222	2.171	39.145	29.191	28.737	30.593	27.1	80.135	38.064	2.535	37.906	29.388	27.387	30.194	29.715	80.595	38.858	2.695	39.243	28.996	29.626	30.99	29.162	82.291	39.186	30.433	43.715	29.292	18.625	15.585	38.27	31.956	28.704	44.664	30.111	4.822	5.862	34.894	31.858	27.462	49.231	30.793	1.444	2.054	32.491	29.215
41.50889	2.075	39.287	30.669	27.571	31.713	27.467	80.254	38.173	2.537	37.983	29.103	26.71	30.301	29.299	80.779	38.772	2.698	38.895	29.331	29.897	32.142	29.889	82.476	39.557	30.246	44.282	30.183	19.056	15.624	37.237	33.108	28.941	44.187	31.361	4.956	5.931	35.133	31.052	28.254	49.244	30.607	1.642	1.894	32.109	28.147
41.67556	2.155	39.305	30.082	27.999	31.19	27.343	80.4	37.999	2.517	37.677	28.519	27.824	31.148	29.986	80.825	39.93	2.678	40.022	28.193	30.417	31.78	29.336	82.519	40.028	30.67	44.292	30.411	19.269	15.875	36.964	31.668	28.194	44.326	30.608	4.997	6.003	35.644	31.603	26.791	50.419	30.736	1.525	1.775	32.953	27.334
41.8423	2.261	39.829	31.218	27.797	31.348	27.042	80.561	39.043	2.559	38.036	29.459	27.1	29.742	30.176	81.15	39.965	2.687	40.122	29.621	30.348	31.255	28.222	82.715	40.292	30.111	44.036	30.635	20.398	16.252	37.29	32.513	29.003	46.093	31.028	5.105	6.145	35.677	32.872	28.545	49.581	31.287	1.664	1.849	32.103	27.263
42.00908	2.068	39.546	28.716	27.805	30.836	26.463	80.811	39.152	2.659	38.569	28.978	26.946	30.567	30.903	81.172	40.597	2.657	39.774	28.88	30.031	31.166	30.351	82.769	40.728	30.446	44.277	30.872	20.438	17.237	37.758	33.078	28.719	45.225	30.94	5.305	6.214	35.101	31.349	27.444	51.421	30.481	1.732	1.982	32.993	27.728
42.17564	2.296	39.122	29.891	28.229	30.477	27.442	81.072	39.674	2.529	38.243	28.652	27.696	30.991	29.696	81.465	40.564	2.657	39.938	28.88	29.64	30.612	30.253	82.769	40.728	30.61	44.538	30.448	20.829	17.367	37.497	32.23	28.914	45.976	31.266	5.239	6.214	35.688	32.295	28.423	50.443	30.579	1.634	2.048	33.091	27.533
42.34226	2.271	39.581	30.44	28.354	30.799	27.924	81.038	39.349	2.57	38.668	28.614	27.788	31.705	30.931	81.367	40.73	2.6	40.462	28.94	29.864	31.489	30.379	83.128	41.32	30.964	45.164	30.803	21.308	18.137	38.021	32.814	28.256	46.146	29.925	5.446	6.453	34.839	32.162	28.776	50.615	30.672	1.642	1.959	33.187	28.637
42.50909	2.263	40.231	30.706	29.175	30.868	27.279	81.072	39.38	2.529	38.667	28.881	27.663	30.762	31.686	81.628	40.858	2.787	41.047	29.109	30.064	32.765	29.959	83.226	41.185	30.61	46.299	30.253	22.493	18.509	38.508	32.23	28.914	46.889	30.288	5.402	6.605	35.068	32.197	28.423	51.682	31.72	1.569	1.982	32.667	27.565
42.67563	2.263	40.786	29.923	28.327	30.868	27.964	81.169	39.413	2.659	39.221	28.587	28.577	31.839	29.696	81.792	41.412	2.657	41.242	29.206	29.836	31.525	30.612	83.422	41.381	31.099	46.234	30.285	22.982	19.129	37.563	31.61	29.763	46.661	30.777	5.5	6.736	35.688	32.426	28.423	51.813	30.97	1.666	1.982	33.091	27.924
42.84242	2.253	40.609	29.593	28.716	30.701	28.223	81.377	40.378	2.615	39.306	28.552	27.922	30.855	30.181	81.9	41.526	2.646	40.673	29.073	29.276	31.878	30.509	83.529	41.984	31.876	45.986	30.313	22.43	19.623	37.746	32.842	28.846	46.64	30.999	5.518	6.688	35.807	30.919	28.42	51.95	30.508	1.558	1.872	32.334	28.279
43.00907	2.288	40.718	29.407	28.431	30.449	28.166	81.399	40.683	2.716	38.633	29.31	28.876	31.745	30.679	82.053	41.571	2.681	41.402	29.571	29.937	33.093	30.616	83.486	41.67	30.973	46.26	30.159	23.611	19.728	38.344	32.069	28.887	47.501	31.237	5.783	6.822	35.068	31.515	28.299	52.356	31.3	1.625	2.038	33.648	28.027
43.17571	2.28	42.344	30.162	28.502	29.966	28.043	81.562	39.931	2.642	39.153	29.316	28.1	31.813	31.14	82.183	41.6	2.673	41.66	29.153	29.876	32.64	30.783	83.681	41.959	30.553	46.253	30.718	23.978	20.195	38.407	32.463	28.828	47.851	30.72	5.999	7.169	36.013	31.747	28.305	51.987	31.011	1.617	2.029	32.705	27.772
43.34235	2.261	41.785	29.294	28.612	31.577	28.901	81.702	40.575	2.624	38.721	28.774	28.405	31.372	31.024	82.455	41.791	2.882	42.013	28.904	30.707	31.842	31.026	83.791	42.184	31.187	47.069	30.765	24.703	19.644	39.671	32.383	28.775	48.05	31.257	6.018	7.123	35.188	30.622	28.969	53.331	30.178	1.566	2.045	33.081	28.143
43.50904	2.261	41.59	29.36	29.427	31.055	28.607	81.8	40.412	2.722	39.927	28.317	28.079	32.188	31.611	82.585	41.922	2.784	42.437	29.393	30.348	32.429	30.635	83.987	42.967	30.502	47.265	31.352	24.801	21.176	39.965	31.828	29.069	48.213	30.833	6.181	7.123	35.546	31.242	29.197	52.972	32.004	1.631	2.045	33.733	28.111
43.67583	2.253	43.151	29.985	27.705	31.092	28.875	81.833	40.801	2.713	39.893	28.519	29.062	30.953	30.768	82.552	42.08	2.744	42.955	29.953	29.83	33.377	31.389	84.181	42.831	31.55	47.127	30.541	25.2	21.546	39.017	32.483	30.019	48.498	31.325	6.3	7.209	36.1	30.724	29.365	53.254	30.606	1.623	2.035	32.921	28.507
43.84254	2.188	42.825	29.854	28.683	31.222	28.158	82.355	40.899	2.713	40.544	28.389	29.225	32.028	30.963	82.65	42.667	2.776	42.596	29.301	30.384	33.377	30.574	84.344	42.342	31.289	47.355	30.117	25.982	21.383	38.952	33.037	29.465	48.074	32.01	6.365	7.698	37.208	31.18	29.333	53.971	31.356	1.655	2.133	34.257	29.192
44.00918	2.346	42.8	29.771	28.926	31.106	29.02	82.312	42.212	2.74	41.205	29.511	29.305	32.335	31.14	82.769	42.414	2.771	43.647	30.423	30.886	33.943	30.881	84.332	43.425	30.781	48.273	30.424	25.443	21.335	38.733	31.942	30.001	48.796	31.306	6.358	7.592	35.427	31.747	29.054	53.746	31.076	1.617	2.062	33.291	28.554
44.17587	2.375	43.505	29.208	28.103	32.594	29.207	82.485	41.548	2.834	40.509	29.372	29.296	32.39	31.521	83.073	42.63	2.768	44.286	30.153	30.648	33.672	31.197	84.603	42.826	31.13	47.51	30.61	25.533	21.361	39.015	32.16	30.382	49.01	31.199	6.647	7.653	36.197	32.258	29.338	54.024	31.359	1.549	2.417	33.379	28.773
44.34254	2.18	43.211	28.752	28.852	32.041	29.239	82.55	42.493	2.704	41.096	29.73	28.547	32.488	31.651	83.236	43.053	2.865	44.286	30.804	29.671	34.16	31.392	84.603	42.891	31.261	48.976	30.61	25.891	21.23	39.796	33.007	30.187	49.271	31.003	6.744	8.044	36.263	30.695	30.022	54.773	30.806	1.614	2.124	33.835	27.796
44.5092	2.449	43.77	29.756	29.041	31.809	28.777	82.811	41.812	2.615	41.327	30.311	29.486	33.234	31.582	83.302	43.351	2.906	44.323	30.05	29.732	34.191	31.128	84.833	43.581	31.094	48.724	30.606	25.754	21.48	39.408	32.288	29.889	49.931	32.01	6.952	8.317	36.198	32.353	29.365	55.47	30.834	1.851	2.231	34.061	29.159
44.67596	2.261	44.198	28.87	28.514	33.175	29.097	82.713	42.075	2.656	41.362	30.046	29.709	33.851	30.992	83.303	43.52	2.882	45.176	31.187	29.663	34.907	31.418	85.128	43.521	31.383	48.178	30.569	25.844	21.698	39.345	32.48	29.721	49.387	31.811	6.964	8.069	36.557	31.437	29.882	54.277	31.776	1.762	2.142	33.472	29.676
44.84247	2.248	44.852	29.119	28.274	32.604	28.629	82.996	42.928	2.74	42.117	30.488	28.523	33.8	30.847	83.29	43.456	2.803	45.699	31.237	29.55	34.887	31.597	85.179	43.751	31.759	48.175	30.001	26.16	21.368	39.482	32.333	29.577	49.903	30.915	7.237	8.439	36.697	31.747	29.803	54.593	31.858	1.747	2.224	34.171	29.14
45.00925	2.37	44.424	29.223	28.28	33.031	29.319	82.963	42.632	2.731	42.764	30.656	29.701	33.412	31.404	83.452	44.102	2.795	46.344	31.404	30.661	35.898	32.122	85.144	44.721	31.437	49.241	30.657	26.134	21.639	39.74	31.848	29.875	49.861	30.789	6.964	8.426	36.273	31.815	30.427	54.938	31.08	1.739	2.248	34.14	28.331
45.17595	2.351	45.204	29.985	29.139	33.178	28.875	83.17	43.148	2.648	42.695	31.517	29.649	33.951	31.778	83.53	43.97	2.874	46.148	32.234	30.384	35.951	31.617	85.322	44.33	31.256	48.789	30.443	26.405	21.774	39.994	33.819	30.182	50.192	31.619	7.245	8.61	36.426	31.962	30.767	55.503	30.899	1.623	2.263	34.191	28.214
45.3426	2.343	45.947	28.948	29.112	33.05	28.816	83.267	43.372	2.639	43.57	31.391	30.012	34.409	31.651	83.789	44.421	2.963	46.695	32.823	30.388	36.277	32.076	85.45	44.422	32.107	49.432	30.285	26.77	22.142	39.764	32.616	30.447	50.378	31.296	7.233	8.923	37.044	30.499	30.576	55.522	30.773	1.647	2.352	34.161	28.48
45.50936	2.253	45.758	29.887	28.944	33.96	29.233	83.333	42.496	2.746	43.738	32.234	30.04	35.222	32.104	83.954	44.622	3.004	47.647	32.657	29.797	36.766	31.812	85.68	44.982	31.256	50.158	30.899	26.894	22.719	39.831	32.646	29.889	50.42	31.684	7.571	9.132	36.882	30.593	30.897	55.763	31.975	1.623	2.263	34.289	29.094
45.676	2.312	46.344	29.782	29.622	34.616	29.747	83.585	42.714	2.873	44.059	32.331	29.643	36.176	31.646	84.143	44.817	2.935	48.141	33.246	29.926	36.973	32.465	85.775	44.394	31.646	50.788	30.636	26.59	22.044	40.897	31.897	30.504	50.824	31.488	7.972	9.176	37.028	31.179	30.207	55.525	30.897	1.683	2.262	33.805	28.567
45.84269	2.353	46.781	30.515	29.246	34.524	30.383	83.485	43.682	2.651	44.435	32.961	29.463	36.275	31.559	83.845	45.189	2.974	47.367	33.743	31.013	37.461	31.724	85.67	44.441	31.951	49.976	30.909	26.87	22.27	40.3	32.787	30.126	50.923	31.4	7.641	9.104	37.872	31.613	30.157	55.224	31.398	1.625	2.364	34.202	28.712
46.00945	2.399	46.259	29.909	29.65	35.652	29.808	83.693	43.71	2.665	44.89	33.63	29.704	37.112	31.542	84.054	45.157	2.989	47.173	33.695	29.692	36.635	32.23	86.011	44.571	31.607	50.535	30.467	27.599	22.373	40.196	32.151	29.683	51.256	30.992	8.086	9.419	36.852	32.021	30.464	54.974	31.348	1.672	2.445	34.417	28.66
46.17603	2.366	47.304	29.746	28.769	34.966	29.645	83.823	44.33	2.861	44.564	34.12	29.215	37.112	31.803	84.054	45.353	2.923	47.826	34.381	30.573	38.137	31.675	86.076	45.55	31.412	49.654	30.369	27.208	22.406	40.848	32.608	30.368	51.843	31.547	8.086	9.746	37.146	31.858	30.856	56.932	30.956	1.737	2.445	33.699	29.346
46.34275	2.464	47.793	30.235	29.389	36.272	29.025	83.921	44.657	2.73	45.804	33.206	29.998	36.851	31.607	84.185	46.266	2.891	49.49	35.164	30.377	38.43	32.164	86.207	45.419	32.521	50.862	30.663	27.044	22.471	41.077	32.347	30.368	52.235	30.666	8.347	10.007	38.223	31.075	30.953	56.41	31.185	1.672	2.282	33.601	28.66
46.50933	2.5	48.394	30.212	29.203	36.315	29.817	84.041	43.853	2.766	46.013	34.685	30.007	37.254	31.421	84.37	45.986	2.926	48.818	35.664	30.256	39.519	31.881	86.295	45.335	31.911	50.06	31.097	27.641	23.099	41.285	32.847	30.639	52.641	31.165	8.547	9.913	37.679	31.476	30.963	57.111	32.729	1.577	2.547	34.525	28.767
46.67609	2.48	47.645	31.107	28.496	37.479	28.98	84.054	44.209	2.682	46.176	34.247	30.283	38.387	32.874	84.286	45.039	2.908	48.952	36.567	30.043	39.838	32.125	86.245	45.041	32.286	50.555	30.262	27.685	23.432	41.313	32.57	29.444	51.44	31.05	8.667	9.969	37.41	31.722	30.977	56.144	31.667	1.656	2.399	33.923	28.422
46.84279	2.524	48.517	31.57	29.023	37.72	29.997	84.404	44.062	2.694	46.457	34.418	29.797	38.465	32.096	84.669	45.386	2.919	49.301	37.1	29.329	39.558	31.968	86.434	45.192	31.802	51.266	31.183	27.787	23.562	42.31	32.316	30.462	51.138	31.58	9.078	10.282	37.979	31.532	30.852	55.813	31.935	1.602	2.478	34.749	28.131
47.00951	2.491	48.942	31.538	29.186	37.589	30.226	84.437	45.404	2.858	46.621	36.806	31.302	39.283	32.031	84.8	46.007	2.919	49.334	36.871	30.474	41.03	32.688	86.63	45.453	32.325	51.462	31.281	28.474	23.496	41.59	33.036	30.724	52.12	31.351	8.783	10.38	38.6	30.943	31.31	55.944	32.197	1.798	2.379	34.259	28.818
47.17603	2.507	49.221	32.021	28.684	38.932	30.215	84.537	45.153	2.81	47.192	36.97	29.983	39.81	32.384	84.607	45.989	2.969	50.105	37.625	30.14	41.102	32.224	86.571	44.943	31.86	50.795	30.127	28.725	23.249	42.483	32.769	30.682	53.223	31.54	9.236	10.703	37.851	31.788	31.203	56.987	32.354	1.783	2.399	34.583	29.398
47.34274	2.537	49.109	32.076	28.479	39.805	30.075	84.515	45.631	2.709	46.916	36.762	29.254	41.371	31.195	84.814	46.074	2.933	49.862	38.301	29.802	42.203	33.131	86.712	45.65	32.047	51.141	30.707	28.618	23.634	42.929	32.563	31.099	52.815	32.022	9.035	10.895	38.233	31.811	31.292	56.087	32.475	1.78	2.592	34.409	28.996
