	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
41.6742	2.311	35.444	43.936	35.853	36.555	27.999	31.036	7.507	2.623	35.581	40.658	37.414	33.847	28.465	31.332	9.581	2.533	36.671	42.015	39.35	35.769	28.32	26.92	7.59	5.034	27.572	12.481	25.938	32.417	3.489	28.443	4.263	28.661	29.773	1.458	6.38	1.472	25.357	14.945
41.84096	2.46	36.22	43.8	35.845	36.06	28.309	30.562	7.579	2.556	35.139	40.627	38.057	33.999	27.666	30.724	9.899	2.764	36.231	41.715	39.806	35.49	28.765	26.551	7.371	5.051	27.07	13.696	25.19	31.946	3.423	29.132	4.197	28.619	30.383	1.391	6.371	1.404	25.665	15.215
42.00752	2.498	36.338	44.304	36.207	36.585	27.744	30.622	7.837	2.458	36.151	40.668	37.906	33.709	27.642	30.324	10.268	2.64	36.377	41.92	39.602	35.69	27.632	26.175	7.471	5.227	28.51	14.122	25.41	31.763	3.435	28.812	4.371	28.814	31.391	1.429	6.386	1.442	25.126	15.697
42.17427	2.424	36.203	44.662	36.859	36.558	27.442	29.941	8.363	2.575	36.423	40.942	37.42	34.224	27.666	31.324	10.714	2.811	36.378	42.304	40.499	35.745	28.415	26.522	7.594	5.345	27.53	14.218	25.107	32.358	3.525	27.995	4.408	28.946	30.44	1.519	6.723	1.504	25.067	16.283
42.34087	2.557	36.98	44.488	37.392	36.359	28.329	30.774	8.115	2.626	36.034	41.176	37.844	33.862	27.631	30.557	11.035	2.862	37.046	42.456	40.218	35.871	28.244	26.84	7.996	5.315	28.525	14.972	25.018	33.38	3.522	27.906	4.486	28.125	31.299	1.353	6.719	1.502	26.09	16.304
42.50762	2.489	36.852	45.084	36.857	36.854	27.884	30.95	8.26	2.721	36.692	41.639	38.04	34.197	27.24	30.434	10.905	2.875	37.35	42.89	40.655	35.906	27.501	26.288	8.026	5.487	27.457	15.434	25.36	32.604	3.643	27.678	4.443	27.923	30.445	1.42	6.998	1.569	25.158	16.574
42.67432	2.506	37.125	44.798	37.103	36.477	27.171	30.565	8.553	2.656	36.938	41.186	38.45	34.251	27.72	30.511	11.012	2.974	36.73	42.873	41.204	35.962	27.547	26.685	8.299	5.589	27.259	16.306	24.863	32.846	3.607	27.914	4.57	28.458	31.145	1.6	7.292	1.531	25.366	17.205
42.841	2.644	36.635	45.321	37.424	36.231	26.859	30.979	8.709	2.821	36.529	41.689	38.823	34.387	27.813	31.357	11.19	2.948	37.186	42.804	41.112	36.121	27.559	25.86	8.714	5.639	26.892	16.149	25.365	32.28	3.958	28.087	4.759	28.387	30.664	1.656	7.257	1.507	25.001	17.532
43.00761	2.587	37.031	45.878	37.252	36.871	27.095	30.268	9.029	2.656	37.033	41.923	38.596	34.216	27.67	31.457	11.646	2.999	36.96	43.01	40.723	35.652	27.064	26.691	9.088	5.771	26.803	16.252	25.25	32.515	3.901	28.134	4.864	28.136	30.52	1.49	7.388	1.477	24.831	18.554
43.17434	2.649	36.978	45.56	38.282	36.737	26.631	30.292	9.447	2.528	37.143	42.279	39.032	34.351	28.776	31.049	11.794	2.926	37.909	43.286	41.051	36.14	27.845	26.037	8.86	5.646	26.582	16.403	24.947	32.271	3.992	27.21	5.009	29.296	31.493	1.499	7.806	1.404	25.503	19.222
43.34108	2.487	37.316	45.617	38.298	37.319	26.624	30.725	9.134	2.854	37.048	42.139	39.049	34.657	28.828	31.268	11.893	3.064	37.084	43.8	41.235	36.18	26.784	25.622	8.993	5.681	27.391	17.028	24.722	32.466	3.996	27.856	4.96	28.536	30.872	1.527	7.684	1.675	25.062	19.609
43.50766	2.793	37.48	45.841	38.761	37.348	26.43	30.858	9.933	2.836	36.56	42.605	39.676	34.467	29.721	30.805	12.829	2.909	37.792	43.914	41.782	36.127	27.377	26.73	8.791	5.908	27.577	18.293	25.368	32.383	4.005	27.798	4.969	29.129	31.386	1.59	7.804	1.765	24.813	20.66
43.67434	2.611	37.061	46.088	38.503	37.552	26.649	30.963	9.552	2.924	37.823	42.748	39.606	34.648	28.309	31.099	12.526	2.971	37.561	44.164	41.628	36.386	27.133	25.43	9.162	6.047	27.197	18.496	24.937	31.672	3.983	27.662	5.109	29.236	31.218	1.489	7.912	1.529	24.274	20.886
43.84099	2.595	37.913	46.295	39.302	37.617	27.303	30.996	9.758	2.827	37.211	42.79	39.727	34.739	28.53	31.621	12.49	3.199	37.41	44.072	42.103	36.343	26.947	26.11	10.078	6.061	26.713	18.682	25.129	32.357	4.023	28.453	5.556	29.295	31.496	1.446	7.711	1.458	24.9	22.078
44.00771	2.655	37.498	46.607	39.151	37.527	26.219	30.849	10.173	3.02	37.365	42.871	39.629	35.442	28.199	31.199	12.84	3.255	37.994	44.335	42.24	36.011	26.728	25.492	9.576	6.268	26.522	19.306	25.916	32.147	4.399	27.392	5.416	28.638	31.29	1.557	8.018	1.572	25.741	21.633
44.17436	2.939	37.803	46.994	39.462	37.426	26.981	30.104	9.936	2.981	38.023	43.165	40.022	34.82	28.072	31.921	13.479	3.218	38.059	44.446	42.614	36.884	26.761	25.275	9.736	6.484	26.717	19.37	24.863	33.063	4.149	27.589	5.357	28.864	31.416	1.519	8.702	1.531	25.854	22.736
44.34103	2.937	38.173	46.82	39.885	37.579	26.567	31.072	10.501	2.897	37.525	43.426	40.365	35.028	28.878	31.695	13.312	3.188	37.561	44.435	42.712	36.658	26.401	25.403	10.382	6.155	26.52	19.309	24.991	32.024	4.254	27.066	5.435	28.857	31.245	1.489	8.562	1.61	27.635	22.729
44.50771	2.872	37.878	47.078	39.593	37.447	25.771	30.823	10.689	2.833	37.392	43.327	40.507	35.082	29.713	31.583	13.693	3.422	37.836	44.691	42.667	36.932	26.935	25.772	10.251	6.502	26.429	20.703	25.605	32.293	4.572	27.356	5.644	28.226	31.106	1.533	8.994	1.599	27.52	23.964
44.67438	2.802	38.812	47.26	40.067	37.485	26.126	30.529	10.461	2.953	37.594	43.859	41.308	35.309	29.501	31.318	13.93	3.217	38.636	44.735	42.9	36.644	26.395	25.557	10.599	6.652	26.786	21.081	25.255	32.029	4.503	27.007	5.875	28.827	30.841	1.707	9.011	1.638	28.801	25.025
44.84101	2.83	38.168	47.475	39.849	37.818	26.256	31.756	10.707	2.953	38.007	43.6	41.438	35.217	31.106	31.322	14.135	3.378	37.853	44.769	42.914	36.653	26.468	25.203	10.333	6.583	26.046	22.259	25.71	31.46	4.415	25.969	5.649	28.785	31.386	1.653	8.904	1.585	27.889	24.832
45.00771	2.912	38.481	47.536	40.573	37.48	25.544	30.131	11.183	2.927	38.239	43.545	42.137	35.173	30.567	31.433	14.401	3.272	37.977	44.852	43.672	36.965	26.707	25.6	10.74	6.728	26.31	22.054	24.51	31.626	4.556	26.613	5.872	28.431	31.416	1.681	9.19	1.613	28.836	25.203
45.1744	3.041	38.392	47.398	40.695	37.799	26.404	30.522	11.402	3.11	38.556	44.553	41.634	35.037	30.981	31.521	14.775	3.318	38.672	45.126	43.813	36.607	26.156	24.999	11.404	6.819	25.977	22.895	25.235	31.903	4.679	26.603	5.886	30.284	31.613	1.539	9.517	1.58	28.711	24.899
45.34109	2.982	37.765	47.896	41.047	37.469	25.624	30.668	11.437	3.404	37.903	43.99	41.472	35.543	29.531	31.914	15.167	3.368	38.264	45.377	44.143	37.008	26.053	25.463	11.043	7.011	26.334	23.355	24.833	31.592	4.76	26.637	6.102	30.702	31.464	1.562	9.335	1.493	27.909	25.417
45.50769	2.847	38.876	48.005	40.776	37.957	25.949	30.18	11.409	3.322	38.553	44.83	41.933	35.624	30.723	31.318	15.167	3.45	38.914	45.458	44.658	36.792	26.676	25.165	11.882	7.12	26.903	24.655	25.565	31.836	4.678	26.826	6.481	29.781	31.789	1.507	9.877	1.602	27.422	25.986
45.67441	3.039	38.734	47.792	41.361	37.979	25.909	31.623	12.344	3.215	38.492	44.298	41.921	35.542	30.702	32.081	15.932	3.531	39.284	45.709	44.045	37.274	26.716	25.56	11.858	7.059	26.294	24.267	24.254	31.894	4.92	26.839	6.261	29.465	31.144	1.617	10.0	1.631	27.459	26.406
45.84109	3.064	38.821	48.303	41.562	38.282	25.867	30.18	12.114	3.458	38.878	44.288	42.258	35.38	30.127	31.562	16.82	3.639	39.049	46.136	44.793	37.09	26.053	24.759	12.045	7.282	26.361	24.764	25.619	31.402	5.03	26.393	6.698	29.971	31.382	1.67	9.796	1.52	28.262	27.016
46.00771	3.156	39.674	48.376	41.658	38.185	26.06	30.7	12.213	3.253	38.944	45.036	42.679	35.823	30.35	32.951	16.841	3.624	38.954	45.91	45.109	37.074	26.408	24.787	12.8	7.297	25.985	25.118	25.161	31.87	5.179	26.125	6.658	29.271	31.714	1.519	10.166	1.857	28.185	27.372
46.17439	3.248	39.262	48.55	41.921	38.1	24.932	31.085	12.105	3.398	38.452	44.943	42.833	35.822	29.434	32.032	17.35	3.687	38.461	46.167	44.934	37.179	26.661	24.474	12.061	7.031	26.157	25.643	25.523	31.304	5.078	26.784	6.637	29.223	30.797	1.664	10.464	1.759	27.406	26.865
46.34111	3.162	39.422	48.752	42.384	38.584	25.207	30.798	12.303	3.313	38.964	44.814	42.918	35.76	29.77	31.612	17.395	3.657	38.865	46.285	45.049	37.229	26.83	25.208	12.731	7.44	25.973	26.841	25.121	31.372	5.132	26.546	7.153	30.155	31.243	1.524	10.69	1.754	27.957	27.306
46.50789	3.091	39.824	48.844	42.456	38.147	25.109	31.101	12.954	3.214	39.041	44.748	42.908	35.976	30.208	32.997	17.741	3.883	39.727	46.434	45.416	37.198	26.351	25.3	12.641	7.526	25.792	28.34	25.809	31.646	5.085	26.311	6.644	30.025	30.868	1.778	10.663	1.602	27.53	27.422
46.67451	3.116	39.56	49.195	42.795	38.234	24.74	30.904	13.511	3.566	38.804	44.847	43.248	35.625	30.31	32.316	19.148	3.992	39.41	46.645	45.652	37.692	25.958	25.474	12.83	7.805	25.941	28.654	25.116	30.991	5.115	26.623	6.974	29.963	30.4	1.533	11.274	1.681	27.574	27.899
46.84112	3.363	39.733	49.017	42.914	38.623	25.507	31.455	13.841	3.65	39.166	45.265	42.933	35.987	28.88	32.352	18.557	3.968	39.393	46.9	45.691	37.104	25.721	24.612	13.433	7.781	26.003	28.988	25.992	30.972	5.199	25.382	7.222	30.215	31.44	1.672	11.36	1.874	27.609	27.744
47.00782	3.442	39.805	49.249	42.415	38.451	24.685	31.257	13.972	3.674	39.401	44.983	43.112	35.462	29.93	32.398	19.148	3.829	39.085	46.672	45.517	37.339	26.663	24.904	13.128	7.479	26.104	29.197	25.713	30.719	5.115	25.511	7.381	30.125	31.459	1.587	11.518	1.708	27.9	28.686
47.17458	3.235	39.826	48.798	42.894	38.582	25.7	32.4	13.51	3.467	38.664	45.188	43.862	35.57	29.23	32.671	19.276	3.865	39.919	46.739	45.694	37.471	25.723	25.186	13.743	7.836	25.896	28.499	25.425	30.75	5.339	26.117	7.224	29.724	31.408	1.57	11.49	1.746	27.364	28.096
47.34127	3.407	39.875	49.784	43.047	38.713	24.898	31.51	14.564	3.639	39.119	45.717	43.987	35.759	29.182	33.134	20.025	4.118	39.534	47.401	46.006	37.738	26.572	24.521	13.923	7.839	25.256	28.939	25.976	30.321	5.345	26.235	7.581	31.246	31.411	1.715	11.543	1.81	26.559	27.588
47.50788	3.616	39.838	49.641	43.514	38.677	24.569	31.735	14.505	3.819	39.407	45.368	44.425	36.135	28.572	32.948	20.304	4.053	39.738	46.966	46.06	37.648	26.076	24.274	14.957	7.766	25.762	29.087	25.345	30.357	5.521	26.307	7.564	30.092	31.013	1.735	12.431	1.777	26.656	27.495
47.67469	3.628	40.112	49.446	43.407	38.548	25.316	31.046	14.912	3.669	39.195	45.852	43.453	36.251	29.235	32.797	21.541	4.119	39.094	47.124	46.49	37.654	26.363	24.024	14.521	8.017	25.294	29.722	25.686	29.992	5.423	25.865	7.842	30.861	31.053	1.667	12.326	1.871	26.483	28.374
47.84131	3.544	40.11	49.947	44.222	38.788	24.482	31.76	14.682	3.855	39.679	45.671	44.295	36.028	29.542	32.731	21.727	4.495	39.363	47.568	46.418	38.137	25.612	24.079	14.652	8.129	25.595	30.354	26.367	31.085	5.72	25.735	7.872	30.981	30.768	1.636	12.473	1.623	26.22	27.41
48.00788	3.781	40.145	49.923	44.173	39.335	24.765	30.987	15.618	3.876	39.524	45.892	44.489	36.577	29.661	32.984	22.201	4.327	40.315	47.436	46.801	38.063	26.03	24.795	15.531	8.04	24.392	31.122	26.19	30.149	5.551	25.748	7.973	30.992	30.265	1.9	12.922	1.725	26.393	27.179
48.17451	3.609	40.484	50.075	44.363	38.752	24.249	31.95	15.939	3.894	39.565	45.816	44.68	36.446	29.133	33.44	21.404	4.537	39.737	47.149	46.891	38.346	25.465	25.389	16.034	8.153	25.312	30.109	26.9	30.192	5.684	25.614	8.084	31.361	30.714	1.564	12.998	1.821	26.698	27.43
48.34123	3.634	40.942	49.713	44.616	38.972	25.249	31.899	15.786	3.81	39.782	46.091	44.527	36.35	30.384	33.651	23.741	4.53	40.113	47.822	47.349	37.835	25.514	24.793	16.342	8.483	24.984	30.386	26.889	30.089	5.781	25.718	8.119	30.607	30.637	1.834	13.091	1.768	26.741	27.229
48.50793	3.715	40.654	50.091	44.633	38.655	24.449	31.785	16.401	3.945	39.736	46.435	45.085	36.272	29.891	34.352	22.666	4.64	40.285	47.846	47.615	38.409	25.391	24.695	16.077	8.357	25.482	31.677	27.229	30.082	5.704	25.379	8.478	31.087	30.739	1.644	13.813	1.902	26.891	27.461
48.67461	3.841	40.291	50.109	44.61	39.077	24.796	32.36	16.526	3.909	39.374	46.057	45.115	36.404	31.628	34.245	23.801	4.44	39.786	47.14	47.315	37.914	26.14	24.179	16.673	8.39	24.666	30.848	27.271	30.469	5.986	24.671	8.162	31.824	30.478	1.718	13.535	1.706	25.747	27.664
48.84125	3.922	40.453	50.352	45.123	39.104	24.472	32.387	16.715	3.99	39.347	45.814	44.926	36.511	30.548	33.409	24.098	4.682	40.352	47.922	47.477	38.211	24.71	24.745	17.428	8.39	25.232	30.74	27.459	29.768	5.932	24.887	8.971	31.797	30.235	1.745	14.263	1.625	25.747	26.774
49.00799	3.833	40.423	50.639	45.737	39.156	24.505	32.011	17.292	4.251	39.722	46.563	44.677	36.564	30.281	34.488	25.534	4.43	40.052	47.834	47.496	38.613	24.958	24.239	17.651	8.486	25.696	30.742	27.517	30.067	6.003	25.485	8.744	31.529	30.777	1.655	13.816	1.698	26.048	27.102
49.17472	3.835	40.532	50.436	45.435	39.073	24.532	31.521	17.396	4.039	40.399	46.155	45.264	36.823	31.25	33.874	24.127	4.815	39.676	48.271	47.337	38.232	25.231	24.967	18.106	8.481	24.835	31.116	28.207	29.547	5.826	25.435	8.819	31.635	30.122	1.656	14.564	1.967	26.11	27.735
49.34133	3.97	40.415	50.328	45.713	39.443	24.738	31.987	18.076	4.335	40.335	46.297	44.922	36.388	29.85	34.145	25.065	4.705	40.585	48.004	47.638	39.063	25.084	25.146	17.395	8.661	25.121	30.554	28.0	29.069	6.281	25.126	9.242	31.478	30.697	1.684	14.922	1.725	26.285	26.746
49.50796	4.069	40.745	50.508	46.159	39.557	24.862	32.632	17.758	4.3	40.044	46.392	45.772	36.524	30.17	34.442	25.486	4.724	39.889	47.939	48.411	38.582	26.21	24.54	18.058	8.686	25.3	30.712	28.183	29.766	6.221	25.548	9.294	31.447	29.746	1.701	14.873	1.742	26.25	27.144
49.67467	4.313	40.313	50.698	46.024	39.422	23.942	32.983	19.057	4.192	41.072	46.581	45.772	36.822	30.629	34.334	26.973	4.914	40.566	47.83	47.87	38.527	25.723	24.323	18.896	8.875	25.49	31.009	28.048	29.225	6.194	25.386	9.591	32.475	30.098	1.701	15.576	1.877	26.358	27.36
49.84128	4.153	40.574	50.735	46.184	39.631	24.848	32.839	19.066	4.302	40.117	46.848	45.799	36.582	31.108	34.128	26.254	5.236	40.365	47.984	48.078	38.657	25.355	24.663	19.612	8.86	25.688	31.138	28.776	29.789	6.377	24.696	9.818	31.844	29.96	1.733	16.291	1.857	26.444	27.148
50.00801	4.252	41.137	50.672	46.043	40.06	24.234	32.571	19.56	4.373	40.221	47.407	45.927	36.446	30.41	34.748	25.559	5.145	40.523	47.949	48.474	38.169	25.683	25.181	18.755	8.605	25.262	30.278	29.291	29.226	6.204	25.807	9.967	31.764	30.151	1.778	16.651	1.849	26.422	27.044
50.17477	4.636	41.087	50.832	46.409	39.387	24.555	32.988	19.787	4.434	39.792	46.48	45.456	36.387	30.582	35.442	26.34	5.181	40.231	48.185	48.522	38.034	24.739	24.018	19.94	8.595	25.262	29.234	29.3	29.774	6.243	25.186	9.878	32.938	29.674	1.837	16.66	1.933	25.858	27.804
50.34142	4.255	40.878	50.684	46.97	39.8	24.322	32.983	20.213	4.484	40.231	46.664	46.181	36.644	30.822	35.188	25.054	5.418	40.615	48.392	48.728	38.502	24.748	24.703	21.079	8.798	25.997	30.852	29.38	29.45	6.531	25.086	9.81	32.77	29.431	1.943	17.142	1.824	25.702	27.321
50.50811	4.297	40.659	51.5	46.595	39.661	24.411	32.54	20.756	4.473	40.686	46.747	46.264	36.475	30.297	34.883	26.114	5.084	40.504	48.342	48.787	38.875	24.703	24.334	20.631	8.656	25.063	29.464	28.962	29.274	6.226	24.556	10.019	32.193	29.391	1.715	17.657	1.865	25.766	27.171
50.67476	4.599	41.554	51.056	47.0	39.796	23.95	32.62	20.602	4.776	40.636	46.963	46.477	36.679	30.373	34.839	25.657	5.715	40.102	48.349	48.903	38.956	25.381	23.979	22.127	9.112	24.471	29.535	29.739	29.644	6.455	25.206	10.153	33.655	29.57	1.959	18.23	1.918	26.207	27.155
50.84143	4.594	40.928	51.176	47.216	39.526	24.681	32.513	21.754	4.661	40.497	46.639	46.426	36.394	30.702	35.261	25.872	5.192	40.477	48.18	48.787	38.363	25.404	24.388	21.575	8.71	24.659	29.598	30.311	29.193	6.522	24.907	10.478	33.407	29.31	1.796	18.196	2.0	26.386	27.252
51.00815	4.453	41.313	51.259	47.031	39.506	23.939	33.71	21.418	4.628	41.124	47.048	46.241	36.888	30.443	35.485	26.019	5.751	40.942	48.912	49.222	39.098	24.311	24.293	22.261	8.729	24.86	30.014	30.132	28.746	6.461	24.38	10.901	33.2	28.97	1.709	18.831	1.941	26.209	27.587
51.17483	4.393	40.898	51.642	47.705	39.846	23.988	33.015	23.324	4.812	40.062	47.209	46.293	37.116	29.934	35.631	27.42	5.37	41.122	48.482	49.386	38.493	25.36	24.045	22.478	9.216	24.749	29.477	29.624	28.64	6.54	25.186	10.661	33.451	29.62	1.837	19.117	1.96	25.534	27.21
51.34138	4.789	41.538	51.166	47.619	39.886	24.284	33.944	23.098	4.723	40.374	47.364	47.149	36.845	30.502	36.359	27.078	5.827	40.384	49.187	49.036	38.91	25.528	24.34	24.258	9.068	25.322	29.662	30.844	28.85	6.488	25.0	11.032	33.952	29.29	1.904	20.373	2.025	25.95	27.74
51.50817	4.717	41.33	51.21	47.84	39.711	24.204	33.96	23.243	4.839	40.116	47.263	47.157	36.522	29.853	36.792	26.745	5.613	40.447	48.644	49.17	38.763	24.901	24.558	23.747	9.0	25.721	29.396	30.92	29.234	6.648	24.376	10.85	34.18	29.107	1.756	20.521	1.879	25.939	27.318
