	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
24.00659	12.18	73.551	7.305	46.283	56.024	17.654	4.081	14.113	12.107	51.487	5.048	47.036	53.216	18.468	4.209	16.223	12.032	45.233	0.606	44.301	54.009	19.45	3.199	16.753	12.635	11.844	6.806	7.792	11.743	19.429	21.459	10.838	8.257	4.239	16.554	7.504	17.356	20.705	7.83	5.599	2.957	15.169	1.063	12.937	19.51
24.1732	12.435	73.722	8.043	46.624	56.45	18.165	3.939	14.453	11.994	52.168	5.445	47.377	52.96	18.383	4.294	15.967	11.946	46.17	0.691	44.84	54.293	19.45	3.057	16.782	12.947	12.157	7.204	8.019	11.743	19.514	21.374	10.611	8.427	4.295	16.668	7.618	17.726	20.194	8.086	5.599	3.213	15.141	0.865	12.994	18.943
24.3398	12.923	73.591	8.511	47.377	56.992	17.971	4.12	14.349	12.559	54.491	6.064	48.387	53.553	19.022	3.977	15.836	12.019	47.78	0.246	45.392	54.808	19.273	3.158	16.767	13.547	12.075	6.944	7.925	11.541	19.357	20.686	10.985	8.635	4.339	16.735	7.578	17.772	19.898	8.103	5.706	3.42	14.891	1.009	13.305	19.495
24.50658	12.781	73.762	9.194	47.917	56.878	18.056	3.978	14.377	12.445	55.004	6.462	48.529	53.894	18.652	3.977	16.206	12.36	49.259	0.587	45.933	55.036	19.33	3.044	16.767	13.575	12.388	6.916	7.897	12.138	19.442	21.142	11.269	8.407	4.453	16.308	7.834	17.516	20.012	8.274	5.706	3.307	14.976	1.009	13.475	19.353
24.67329	13.066	73.853	9.609	48.341	57.089	17.66	3.915	14.832	12.485	56.359	7.069	49.207	53.911	18.788	4.215	15.974	12.181	50.244	0.468	46.386	55.017	19.429	3.204	16.845	13.24	12.617	7.238	8.024	12.401	19.351	20.587	11.554	8.576	4.3	16.76	8.048	18.159	19.945	8.346	5.519	3.643	14.891	0.981	13.596	19.262
24.83995	12.868	74.309	10.555	48.808	57.577	18.002	3.969	15.079	12.743	57.992	7.684	49.421	54.22	18.886	4.174	16.211	12.824	51.806	0.35	46.822	55.622	19.114	3.094	16.888	13.62	12.675	7.711	8.348	12.337	19.106	20.697	11.785	8.839	4.56	16.484	7.687	18.094	20.192	8.639	5.959	3.581	14.751	0.94	14.016	18.961
25.00657	13.212	74.206	10.783	49.282	57.855	17.948	4.212	14.907	12.764	59.072	8.212	49.836	54.253	18.391	4.307	15.862	12.776	53.139	0.452	47.244	55.81	19.142	3.214	16.987	14.056	12.819	7.642	8.203	12.152	19.323	20.47	11.87	8.72	4.878	16.364	7.945	18.044	20.001	8.867	6.066	3.457	15.065	1.025	13.46	18.922
25.17325	13.322	74.535	11.824	50.016	58.055	17.83	3.943	14.803	12.882	59.682	8.943	50.713	55.246	18.646	3.959	16.116	13.203	54.135	0.553	47.551	56.153	18.861	3.118	16.789	14.149	13.128	7.664	8.109	12.316	19.351	20.417	11.895	8.775	4.584	16.249	8.276	18.415	20.116	8.914	6.001	3.728	14.607	0.981	14.107	18.949
25.34005	13.438	73.916	12.844	50.367	58.441	18.003	4.247	14.993	13.265	61.163	9.768	50.922	55.26	18.368	4.326	16.065	13.269	55.829	0.401	48.554	56.285	18.446	3.055	16.654	13.881	13.302	7.947	8.219	12.429	18.959	20.541	12.353	9.234	5.032	16.196	8.072	18.339	19.556	9.108	5.771	3.747	14.525	1.082	14.022	18.813
25.50659	13.4	74.057	12.831	50.948	58.713	18.164	4.173	15.534	13.29	62.525	10.468	51.674	55.388	18.474	4.285	16.17	13.121	57.097	0.811	49.22	56.529	18.298	3.324	16.76	14.477	13.093	7.878	8.575	13.043	19.008	20.678	12.6	9.083	5.017	16.444	8.712	17.793	19.663	9.122	5.843	3.673	14.543	0.892	14.38	19.005
25.67333	13.912	74.0	13.4	51.602	59.082	18.05	4.258	15.193	13.575	63.948	11.236	52.328	56.099	18.531	4.086	15.914	13.377	57.894	0.64	49.789	57.012	18.298	3.239	16.589	14.59	13.577	8.19	8.916	12.958	19.15	20.508	12.515	9.311	5.131	16.131	8.712	18.049	19.834	9.435	6.127	3.986	14.23	0.921	14.323	19.005
25.83997	13.843	74.129	14.32	51.983	59.129	18.094	4.257	15.63	13.52	64.163	11.393	52.653	56.0	18.181	4.407	16.076	13.345	59.028	0.61	49.997	57.147	18.495	3.099	16.553	14.796	13.622	8.172	8.781	12.741	18.714	20.563	12.731	9.102	5.163	16.035	8.916	18.016	20.028	9.669	6.22	3.756	14.416	0.943	14.705	18.711
26.0067	14.032	73.484	14.551	52.402	59.532	17.915	4.312	15.542	13.507	65.248	12.664	53.269	56.552	18.759	4.328	16.116	13.743	60.013	0.553	50.845	57.516	18.066	3.289	16.505	14.688	13.611	8.175	8.791	13.083	18.556	20.104	13.315	9.286	5.237	15.936	8.418	17.648	19.661	9.567	6.257	3.728	14.437	0.981	15.016	18.58
26.17337	14.061	73.904	15.312	52.953	59.581	17.231	4.063	15.288	13.583	66.584	12.978	53.452	56.284	18.453	4.433	16.177	13.726	61.665	0.587	51.111	57.995	18.363	3.243	16.511	14.941	13.782	8.111	9.12	13.39	18.674	20.885	13.261	9.432	5.363	16.081	9.058	17.629	19.415	9.725	6.189	3.591	14.635	1.066	14.5	18.926
26.34002	14.436	73.448	16.048	53.378	60.219	17.801	4.289	15.851	13.702	68.25	14.153	54.362	57.0	18.807	4.764	15.816	13.662	63.035	0.555	52.018	58.41	18.386	3.248	16.838	14.955	14.272	8.359	8.992	13.67	18.712	20.369	13.611	9.697	5.284	16.173	8.984	17.449	19.403	9.794	6.604	3.986	14.323	1.053	14.837	19.08
26.50666	14.472	73.685	15.892	53.835	60.294	17.471	3.985	15.762	13.771	68.728	14.613	54.561	57.11	18.068	4.642	15.792	13.997	64.088	0.566	52.021	58.139	18.065	3.508	16.411	15.215	13.966	8.805	8.76	13.145	17.805	20.446	13.274	9.758	5.287	16.322	9.011	17.787	19.685	9.905	6.228	3.997	14.249	0.902	14.682	18.94
26.67335	14.061	72.937	17.019	54.291	60.52	17.516	4.405	15.43	14.038	69.429	15.197	55.216	57.138	18.367	4.774	15.722	14.21	64.823	0.502	52.79	58.507	17.879	3.272	16.511	15.425	14.124	8.623	8.921	12.707	18.759	20.345	13.546	9.83	5.932	15.825	9.399	17.971	19.813	10.066	6.531	4.075	14.549	1.009	15.069	18.983
26.84004	14.597	73.025	17.096	54.433	60.926	17.223	4.265	15.422	14.107	69.729	15.452	55.531	57.511	18.337	4.732	15.89	13.958	66.07	0.618	53.416	58.83	18.197	3.279	16.539	15.328	14.319	8.839	9.674	13.123	17.987	20.294	13.77	10.141	5.742	15.792	9.382	17.661	19.302	10.249	6.402	4.277	14.257	0.949	14.859	18.811
27.00684	14.68	72.578	18.577	55.158	60.988	17.51	4.258	15.534	14.2	70.86	16.214	55.827	57.55	17.962	4.854	15.829	14.031	66.94	0.64	54.027	59.203	18.014	3.438	16.333	15.273	14.26	8.617	9.514	13.299	17.927	19.967	13.624	9.937	5.785	15.562	9.48	17.594	19.464	10.374	6.526	4.156	14.145	0.978	14.835	18.749
27.17341	14.453	72.435	19.061	55.357	61.415	17.396	4.401	15.449	14.001	71.258	17.039	56.254	57.749	18.019	4.797	15.829	14.145	68.476	0.555	54.255	59.573	17.587	3.324	16.476	15.501	14.174	8.56	9.172	13.328	17.956	19.711	13.596	10.25	5.871	15.278	9.821	17.508	19.379	10.516	6.526	4.071	13.889	1.006	15.063	18.55
27.34	14.601	72.425	19.949	55.912	61.686	17.459	4.405	15.657	14.124	72.161	17.132	56.866	58.19	17.94	4.802	15.836	14.238	68.437	0.559	54.867	60.1	18.05	3.499	16.511	15.282	14.522	9.249	9.462	13.39	18.133	20.089	13.972	10.484	5.847	15.654	10.111	17.516	18.618	10.607	6.73	4.331	13.81	1.237	15.012	18.556
27.50678	14.575	71.983	20.776	56.224	61.881	16.98	4.218	15.619	14.146	72.677	18.069	57.006	58.586	17.913	4.781	15.923	13.923	69.674	0.572	55.548	59.696	18.36	3.396	16.483	15.331	14.695	9.055	9.839	13.794	17.936	19.603	13.945	10.201	5.942	15.599	9.55	17.514	18.959	10.757	6.595	4.315	13.786	1.054	15.045	18.7
27.67351	14.707	71.819	21.133	56.392	62.356	17.285	4.195	15.873	14.265	72.839	18.819	57.599	58.724	17.702	4.891	15.712	14.388	70.702	0.606	56.198	60.482	18.115	3.313	16.526	15.872	14.57	8.993	9.325	13.787	17.811	19.415	13.876	10.528	6.084	15.333	10.116	17.64	18.802	11.01	6.82	4.292	13.977	1.12	14.953	18.573
27.84006	14.67	71.532	22.545	56.72	61.948	17.132	4.207	15.561	14.319	73.695	19.154	57.757	58.996	17.552	5.021	15.959	14.099	71.324	0.56	56.413	60.757	17.996	3.468	16.547	15.445	14.647	9.01	9.767	13.719	17.547	19.353	14.351	10.521	6.155	15.353	10.132	17.322	18.511	10.827	6.608	4.446	14.165	0.987	15.426	18.594
28.00678	14.886	71.543	23.506	56.908	62.568	16.89	4.49	15.885	14.209	73.555	20.005	57.947	59.158	17.883	4.888	15.779	14.039	71.908	0.729	56.915	60.613	17.965	3.499	16.397	15.425	14.522	9.135	9.945	13.76	17.422	19.207	14.228	10.94	5.932	15.056	9.94	17.089	18.533	11.233	6.645	4.558	13.952	1.066	15.325	18.272
28.17345	14.897	71.39	24.08	57.288	62.829	17.047	4.405	15.59	14.319	73.837	21.001	58.61	59.337	17.722	5.021	15.732	14.184	72.859	0.56	57.35	61.098	17.996	3.383	16.433	15.531	14.732	9.379	9.767	13.862	17.887	19.012	14.351	11.032	6.155	15.069	10.387	17.038	18.767	11.168	7.034	4.446	13.824	1.073	15.028	18.111
28.34012	14.785	70.838	25.172	57.45	63.254	16.987	4.441	15.762	14.112	74.678	21.53	58.86	59.615	17.954	5.24	15.764	14.567	73.254	0.936	58.084	61.413	18.322	3.594	16.354	15.443	14.621	9.516	9.7	13.259	17.435	19.25	14.47	11.181	6.881	14.87	10.519	16.79	18.376	11.243	6.911	4.652	14.05	1.101	15.08	18.285
28.50689	15.008	70.437	25.588	57.632	63.517	16.9	4.677	15.259	14.325	73.92	22.541	58.869	59.539	18.119	4.701	15.759	14.357	73.587	0.803	58.122	61.418	18.169	3.6	16.405	15.482	14.758	9.033	9.873	13.885	17.089	19.355	14.379	11.516	6.515	14.952	10.437	17.181	18.198	11.217	6.97	4.717	13.848	1.142	14.994	17.996
28.67341	14.949	70.62	25.518	57.923	63.631	16.478	4.726	15.598	14.191	74.7	23.487	59.527	59.972	17.802	4.993	15.784	14.146	74.327	0.683	58.467	61.842	18.1	3.361	16.342	15.598	15.039	9.691	10.45	13.236	17.429	19.144	14.629	11.252	6.415	15.122	10.986	16.689	18.135	11.483	7.008	4.88	13.454	1.029	14.942	18.106
28.84019	14.67	70.083	26.722	58.311	63.909	16.507	4.746	15.504	14.12	75.002	24.155	59.49	60.104	17.353	4.765	15.448	14.156	74.279	0.532	58.828	62.064	18.337	3.383	16.462	15.19	14.732	9.521	9.937	13.606	16.978	18.642	14.493	11.203	6.24	14.728	10.672	16.981	18.256	11.424	7.034	4.73	13.682	1.073	15.369	18.026
29.00679	14.72	70.207	26.525	58.1	64.481	16.595	4.407	15.313	14.341	74.853	24.145	59.617	60.488	16.948	5.285	15.695	14.077	74.667	0.592	59.208	62.009	18.286	3.434	16.364	15.147	14.583	9.469	10.091	13.695	17.03	18.651	14.595	11.727	6.458	14.81	10.57	16.596	17.959	11.237	7.329	4.759	13.57	1.029	14.861	17.932
29.17354	14.866	69.926	26.621	58.487	64.532	16.54	4.625	15.389	14.327	75.354	25.239	59.892	60.507	17.037	5.029	15.644	14.37	75.159	0.923	59.569	62.628	18.239	3.627	16.484	15.192	14.928	9.668	10.287	13.724	17.601	18.575	14.29	11.99	6.623	14.529	11.107	16.547	18.022	11.547	7.27	5.176	13.543	1.186	14.975	17.71
29.34031	14.873	69.404	26.573	58.531	64.491	16.092	4.459	15.2	14.392	75.375	26.155	60.049	60.948	16.902	5.318	15.48	14.123	75.405	0.87	59.897	62.956	18.616	3.461	16.548	14.719	14.934	9.674	10.434	14.099	16.899	18.327	14.694	11.855	6.486	14.507	10.857	16.554	17.689	11.609	7.105	4.925	13.379	0.962	14.839	17.632
29.50701	14.733	69.163	26.815	58.752	64.891	16.229	4.495	15.571	14.385	74.313	26.096	60.216	60.83	17.019	5.111	15.682	14.192	75.037	0.82	60.15	62.62	18.572	3.387	16.384	15.312	14.994	9.129	10.426	14.322	17.042	18.565	14.415	12.062	6.785	14.507	10.933	16.363	17.467	11.685	7.267	5.132	13.603	1.133	14.636	17.436
29.67359	14.838	69.385	27.067	58.883	65.564	16.332	4.592	15.316	14.354	75.256	26.266	60.376	61.331	17.038	5.014	15.929	14.187	75.976	0.746	60.453	63.181	18.738	3.6	16.462	15.312	15.1	9.971	10.271	13.544	16.89	18.132	14.634	12.113	6.8	14.497	10.749	16.299	17.488	11.701	7.34	5.229	13.109	1.085	14.881	17.398
29.84025	15.076	68.841	27.387	58.863	65.468	16.159	4.768	15.492	14.182	74.727	26.563	60.549	61.562	16.793	5.132	15.512	13.891	75.507	0.726	60.65	63.279	19.006	3.652	16.35	15.298	14.626	10.109	10.392	13.939	16.762	18.042	14.667	12.222	6.76	14.4	10.985	16.1	17.605	11.991	7.431	5.148	13.303	0.994	14.623	16.729
30.00701	14.866	68.621	27.585	59.225	65.723	16.086	4.342	15.276	14.157	74.957	27.224	60.601	61.982	16.839	5.142	15.615	14.37	75.641	0.668	60.93	63.819	19.232	3.712	16.541	15.448	14.616	10.604	10.287	13.838	16.552	18.235	14.687	12.33	6.964	14.331	11.447	16.32	17.512	11.944	7.384	5.261	13.43	1.13	14.663	17.37
30.17357	14.65	68.611	28.629	59.231	66.161	15.922	4.734	15.873	14.265	75.309	27.025	60.949	62.018	16.878	5.515	15.684	14.559	75.529	0.805	61.28	63.861	19.421	3.881	16.526	14.651	14.968	10.356	11.029	14.242	16.76	18.308	14.756	12.402	7.021	14.368	11.309	16.448	17.553	12.345	7.728	5.144	13.238	1.148	14.67	16.898
30.3403	14.812	68.151	28.228	59.419	66.551	15.967	4.718	15.362	14.12	74.718	27.024	60.996	62.235	16.671	5.219	15.59	13.9	75.984	0.702	61.328	63.883	19.36	3.752	16.462	14.678	14.846	10.913	11.074	14.032	16.552	18.102	14.919	12.765	7.008	14.586	11.24	16.214	17.233	11.992	7.574	5.639	13.029	1.044	14.687	16.918
30.50696	14.677	68.229	28.666	59.377	66.525	15.87	5.039	15.36	13.933	75.008	27.451	61.178	62.474	16.394	5.126	15.595	14.092	75.839	0.77	61.507	64.28	19.548	3.67	16.519	14.513	14.738	10.331	10.923	14.585	16.561	18.326	14.808	12.478	7.204	14.482	11.544	15.873	17.406	12.268	7.679	5.419	13.355	1.205	14.646	16.783
30.6736	14.583	68.196	29.117	59.565	66.942	16.029	4.796	15.134	14.384	74.447	27.933	61.196	62.776	16.527	5.227	15.644	14.002	75.896	0.781	61.866	64.812	20.026	3.797	16.541	14.937	14.786	10.547	10.996	13.582	16.921	18.32	14.687	12.755	7.077	14.756	11.702	15.866	17.568	12.029	7.951	5.601	13.373	1.044	14.72	16.973
30.8403	14.831	67.833	29.02	59.578	67.396	15.729	4.815	15.135	14.061	74.354	27.763	61.27	62.794	16.52	5.378	15.525	14.094	76.07	0.572	61.831	65.069	20.094	3.652	16.625	14.478	14.581	10.761	10.92	13.794	16.486	18.267	14.542	12.674	7.392	14.405	11.597	16.065	17.566	12.207	7.534	5.708	13.046	1.139	14.391	16.539
31.00705	14.858	67.844	29.51	59.896	67.633	15.837	5.03	15.344	14.095	73.839	27.915	61.248	63.027	16.461	5.571	15.551	14.295	76.147	0.559	61.895	65.137	20.241	3.841	16.511	14.742	14.551	10.871	11.197	14.301	16.568	18.296	14.797	12.732	7.668	14.601	11.533	16.093	17.508	12.314	7.726	5.753	13.354	1.18	14.3	16.735
31.17362	14.669	67.833	30.017	59.988	67.989	15.786	4.969	15.944	14.004	74.39	28.115	61.541	63.122	16.386	5.262	15.762	13.914	75.722	0.667	62.133	65.522	20.375	3.441	16.468	14.198	14.647	11.249	11.401	13.795	16.549	18.512	14.583	12.777	7.413	14.554	11.651	16.221	17.407	12.518	7.987	5.779	13.504	1.171	14.249	16.489
31.34034	14.772	67.36	30.022	59.924	68.202	15.752	4.86	15.259	14.01	73.982	28.428	61.362	63.454	16.603	5.172	15.864	13.726	75.265	0.644	62.151	65.677	20.497	3.841	16.397	14.315	14.864	10.871	11.112	14.13	16.654	18.296	14.57	12.874	7.668	14.601	11.647	15.922	17.707	12.229	7.897	6.237	13.781	1.066	14.158	16.109
31.50705	14.89	67.445	30.607	59.887	68.514	16.208	4.965	15.421	13.797	73.942	28.561	61.497	63.704	16.294	5.171	15.699	14.078	75.446	0.606	62.487	65.99	20.709	3.607	16.603	14.36	14.926	11.072	11.567	13.96	16.628	18.476	14.661	12.855	7.75	14.718	11.845	15.787	17.657	12.427	7.839	6.002	13.498	1.082	14.244	16.17
31.67378	14.799	67.123	30.88	60.127	68.847	16.013	4.909	15.002	13.933	73.796	29.278	61.675	63.936	16.487	5.521	16.031	13.998	75.349	0.553	62.489	66.377	20.934	3.658	16.505	14.064	15.145	10.844	11.659	14.588	16.426	18.656	14.423	13.148	7.85	14.914	11.996	16.001	17.872	12.748	8.188	5.943	13.585	1.038	14.249	16.308
31.84047	14.674	67.021	30.997	60.176	69.256	15.808	4.828	15.512	14.165	73.673	29.304	61.722	63.784	16.335	5.431	15.679	13.867	75.66	0.587	62.534	66.275	20.97	3.858	16.462	14.095	14.877	11.064	11.711	13.588	16.388	18.668	14.268	13.415	7.848	14.933	11.481	15.476	17.944	12.97	7.985	6.088	13.861	1.189	14.045	16.44
32.00705	14.616	66.977	31.572	60.237	69.356	16.072	4.733	15.65	14.19	73.61	29.59	61.905	64.114	16.162	5.318	15.739	14.038	75.647	0.686	62.727	66.89	21.186	4.062	16.589	14.072	14.709	11.137	12.114	13.624	16.21	18.863	14.475	13.441	7.98	14.956	11.793	15.715	17.87	13.001	8.043	6.227	13.933	1.13	13.964	16.379
32.17375	14.633	66.867	32.064	60.26	69.847	15.941	4.904	15.433	13.994	73.326	29.574	61.731	64.569	16.464	5.328	15.672	14.264	75.439	0.913	62.783	66.954	21.473	3.751	16.524	14.135	14.727	11.408	11.897	14.379	16.255	18.858	14.437	13.409	8.244	15.058	12.145	15.851	18.49	12.955	8.31	6.058	13.89	1.152	13.975	16.309
32.34048	14.673	66.712	32.205	60.296	70.093	15.775	5.157	15.663	13.959	72.821	30.263	61.997	64.752	16.332	5.361	15.569	13.967	75.097	0.565	63.053	67.487	21.581	3.979	16.824	13.932	14.967	11.274	11.845	14.443	16.293	19.133	14.365	13.369	8.047	15.268	12.35	15.235	18.218	13.103	8.286	5.94	13.927	1.314	13.923	16.348
32.50711	14.701	66.283	32.949	60.353	70.379	16.119	5.043	15.52	13.931	72.592	30.32	61.797	65.038	16.361	5.361	15.655	14.31	74.668	0.851	62.795	67.401	21.753	3.893	16.595	14.475	14.882	11.017	11.902	14.358	16.321	19.075	14.05	13.397	8.047	15.268	12.093	15.722	18.218	12.931	8.172	6.284	14.184	1.228	14.009	16.262
32.67376	14.792	66.576	33.302	60.486	70.783	16.215	5.267	15.699	14.233	72.343	30.267	61.813	65.051	16.537	5.488	15.858	13.991	74.459	0.648	63.094	68.09	21.942	3.742	16.796	13.632	14.714	11.053	12.028	14.995	16.271	19.357	14.053	13.765	8.348	15.302	12.048	15.836	18.418	12.944	8.299	6.135	14.335	1.203	13.65	16.125
32.84049	14.871	66.722	33.673	60.444	71.192	16.171	4.973	14.815	14.194	72.588	31.047	61.975	65.246	16.444	5.469	15.739	14.17	74.058	0.78	63.089	68.501	22.13	3.797	16.395	14.139	14.565	11.671	12.297	14.296	16.146	19.421	14.421	13.428	8.411	15.322	12.115	15.664	18.561	13.011	8.309	6.101	14.152	1.241	13.946	16.316
33.00717	14.765	66.11	33.949	60.595	71.57	16.42	5.079	15.46	14.142	72.404	30.997	62.064	65.499	16.596	5.552	15.546	13.818	73.869	0.804	63.142	68.591	22.393	3.924	16.51	14.024	14.801	12.17	12.633	14.343	16.16	19.412	14.139	13.535	8.841	15.561	12.226	15.295	18.618	13.292	8.305	6.374	14.367	1.133	13.542	16.3
33.17387	14.601	66.08	34.034	60.607	71.816	16.52	4.86	15.714	14.01	71.933	31.387	62.13	65.474	16.688	5.4	15.75	13.811	73.814	0.815	63.26	68.466	22.403	3.755	16.568	13.888	14.807	11.639	12.478	14.699	16.141	19.577	14.228	13.557	8.948	15.569	12.045	15.211	18.618	13.452	8.466	6.579	14.293	1.066	13.902	16.223
33.34056	15.024	65.729	34.395	60.76	72.355	16.51	5.32	15.536	14.278	72.066	31.811	62.342	65.918	16.741	5.558	15.975	14.215	73.537	0.76	63.419	69.09	22.843	3.991	16.824	14.074	15.003	11.546	12.496	15.289	16.306	19.866	14.283	13.846	8.991	15.792	12.09	15.466	18.932	13.013	8.368	6.87	14.628	1.291	13.605	16.417
33.50727	14.82	65.634	34.273	60.486	72.296	16.614	4.896	15.528	14.005	72.029	32.123	62.07	65.936	16.88	5.688	15.858	13.991	73.317	0.705	63.607	69.403	22.998	4.085	16.881	14.06	14.885	11.853	12.228	15.166	16.071	19.7	13.881	13.679	9.005	15.901	12.305	15.579	18.932	13.115	8.813	6.477	14.677	1.288	13.821	16.325
33.674	14.989	65.525	34.601	60.599	72.904	16.598	5.12	16.082	14.214	71.585	32.291	62.234	66.286	16.933	5.708	15.824	14.163	72.991	0.649	63.418	69.725	23.147	3.899	16.867	13.75	15.023	12.568	12.528	14.919	16.274	20.383	13.818	13.569	8.916	16.098	12.268	15.454	19.286	13.162	8.773	6.893	14.768	1.161	13.584	16.782
33.84048	14.708	65.397	35.318	60.794	73.281	16.819	4.88	15.318	14.056	71.434	32.309	62.349	66.64	17.138	5.495	15.945	14.132	73.213	0.947	63.456	70.159	23.305	3.81	16.739	13.824	14.858	12.484	12.462	15.114	16.046	20.154	13.94	13.62	9.155	16.075	12.14	15.323	19.502	13.093	8.704	7.145	14.881	1.19	13.627	16.642
34.00716	15.002	65.746	35.745	60.833	73.598	17.115	5.096	15.374	14.116	71.459	32.477	62.387	66.619	17.204	5.792	16.01	14.365	73.157	1.02	63.835	70.163	23.593	3.91	16.803	13.912	14.952	12.208	12.929	14.953	16.055	20.301	13.52	13.854	9.11	16.311	12.181	15.131	19.366	12.99	8.744	6.989	14.862	1.18	13.867	16.594
34.17388	14.939	65.416	35.535	60.846	74.036	17.023	5.063	15.536	14.164	71.639	32.98	62.2	66.859	17.197	5.729	15.918	14.101	72.483	0.846	63.761	70.401	23.698	3.82	16.881	13.874	14.832	12.544	12.923	15.289	15.764	20.493	13.685	13.846	8.991	16.305	12.261	15.352	19.701	13.156	8.767	7.127	14.941	1.035	13.434	16.787
34.34062	14.899	65.504	35.662	60.784	74.705	17.179	4.92	15.775	14.082	70.981	33.568	62.482	67.261	17.444	5.768	16.108	14.354	72.584	0.73	63.791	71.126	24.074	3.995	16.874	13.623	15.164	12.246	12.565	15.075	16.093	20.605	13.732	13.757	9.513	16.58	12.328	15.23	19.953	12.967	8.778	7.158	15.242	1.228	13.644	16.747
34.5072	15.015	65.18	35.907	60.893	74.604	17.155	5.104	15.679	14.047	70.616	33.782	62.504	67.194	17.474	5.489	16.167	14.295	72.367	0.8	64.124	71.282	24.152	4.147	16.731	13.559	14.966	12.648	13.14	15.792	15.868	20.745	13.619	13.955	9.748	16.61	12.306	15.059	19.894	13.344	9.012	7.169	15.445	1.187	13.536	16.778
34.67382	14.799	65.22	36.532	60.922	75.237	17.404	4.937	15.627	14.302	70.786	34.304	62.555	67.713	17.623	5.521	15.974	14.311	72.396	0.638	64.165	71.319	24.314	3.97	16.845	13.893	14.917	12.52	13.079	16.264	15.915	21.041	13.656	14.171	9.98	16.845	12.337	15.347	19.832	13.316	9.068	7.477	15.403	1.237	13.482	16.848
34.8406	14.904	65.241	36.647	60.883	75.433	17.479	4.921	15.514	14.214	69.936	34.024	62.518	67.423	17.786	5.452	15.909	14.107	72.138	0.649	63.93	71.543	24.455	4.012	16.895	13.522	14.937	12.454	13.21	16.198	15.678	21.008	13.505	13.853	9.655	16.837	12.098	15.368	20.024	12.992	8.745	7.377	15.45	1.218	13.272	17.038
35.00727	14.978	64.802	37.021	61.082	75.742	17.63	5.088	15.708	14.302	70.419	34.528	62.381	67.758	17.694	5.506	15.873	14.176	71.909	0.783	64.117	72.193	24.864	4.104	16.838	13.757	15.071	12.497	13.13	16.239	15.801	21.311	13.525	13.75	9.679	17.001	12.465	15.223	20.116	13.132	9.144	7.924	15.664	1.196	13.239	17.168
35.17392	15.142	65.198	37.59	60.977	76.084	17.772	5.059	15.714	14.294	69.998	34.63	62.5	68.063	17.855	5.741	16.035	14.124	71.31	0.843	64.142	72.42	24.992	4.097	16.824	13.632	15.063	12.862	13.218	16.492	15.686	21.113	13.602	13.7	9.944	17.048	12.415	15.154	20.325	12.968	9.319	7.688	15.83	1.18	13.561	17.219
35.34064	15.145	64.805	37.597	60.861	76.42	17.856	5.153	15.973	14.714	70.063	35.071	62.529	68.101	18.202	5.706	16.153	14.108	71.732	0.792	64.12	72.586	25.331	4.081	17.088	13.712	15.18	12.978	13.043	16.036	15.799	21.356	13.492	13.797	9.908	17.223	12.722	15.217	20.478	12.848	9.371	8.129	16.059	1.351	13.411	17.278
35.50731	14.985	64.619	37.717	60.841	77.017	18.121	5.12	15.775	14.31	70.096	35.309	62.625	68.145	18.214	5.397	16.108	14.269	71.728	0.701	64.276	73.096	25.501	4.109	17.102	13.28	15.221	12.931	13.763	16.416	16.064	21.405	13.446	14.271	9.599	17.236	12.813	15.315	20.78	13.224	9.235	8.014	15.984	1.142	13.359	17.575
35.67403	15.041	64.605	38.465	61.065	77.202	18.154	5.067	16.018	14.539	70.123	36.132	62.873	68.809	18.495	5.923	16.219	14.424	71.176	0.822	64.261	73.539	25.978	4.021	17.436	13.394	14.906	13.017	13.4	16.96	15.812	21.727	13.445	13.971	10.097	17.318	12.91	15.168	20.71	13.236	9.644	8.295	16.156	1.272	13.287	17.602
35.84067	14.978	64.602	38.619	61.168	77.854	18.315	4.916	15.68	14.387	69.905	36.81	62.609	68.985	18.407	5.649	16.215	14.489	71.053	1.154	64.459	73.591	26.12	3.904	17.58	13.671	15.328	12.753	13.13	16.495	16.001	21.91	13.297	14.006	10.25	17.4	13.093	15.052	20.887	13.047	9.572	8.266	16.177	1.282	13.296	17.596
36.0074	15.231	64.448	38.847	60.951	78.119	18.365	5.035	15.958	14.285	69.378	37.074	62.68	68.893	18.52	5.865	16.356	14.466	71.286	0.843	64.421	73.712	26.538	3.884	17.696	13.514	15.125	13.148	13.463	17.433	15.765	21.976	13.35	14.04	10.151	17.742	12.968	14.964	20.948	12.834	9.619	8.447	16.459	1.336	13.397	17.707
